Index,County,date,other,other,black,white,other,missing,Suppressed
"2,983",Craven,3/13/2023,0,0,5,2,0,3,
"2,984",Craven,3/6/2023,0,1,1,2,1,0,
"2,985",Craven,2/27/2023,0,1,1,2,1,,
"2,986",Craven,2/20/2023,0,1,5,4,1,0,
"2,987",Craven,2/13/2023,0,1,3,5,0,0,
"2,988",Craven,2/6/2023,0,0,2,1,2,2,
"2,989",Craven,1/30/2023,0,0,2,8,0,1,
"2,990",Craven,1/23/2023,0,0,7,1,2,0,
"2,991",Craven,1/16/2023,0,1,2,4,2,1,
"2,992",Craven,1/9/2023,0,0,5,5,3,2,
"2,993",Craven,1/2/2023,0,1,3,2,0,0,
"2,994",Craven,12/26/2022,0,0,4,1,1,0,
"2,995",Craven,12/19/2022,0,0,1,4,3,1,
"2,996",Craven,12/12/2022,0,0,3,6,3,3,
"2,997",Craven,12/5/2022,0,0,5,8,3,3,
"2,998",Craven,11/28/2022,0,0,2,5,1,4,
"2,999",Craven,11/21/2022,0,0,4,6,1,0,
"3,000",Craven,11/14/2022,0,1,6,5,3,1,
"3,001",Craven,11/7/2022,0,1,4,9,2,3,
"3,002",Craven,10/31/2022,0,1,6,7,0,2,
"3,003",Craven,10/24/2022,0,2,4,9,3,0,
"3,004",Craven,10/17/2022,0,2,4,9,0,4,
"3,005",Craven,10/10/2022,0,0,6,10,1,1,
"3,006",Craven,10/3/2022,0,0,8,3,8,1,
"3,007",Craven,9/26/2022,0,1,8,14,3,1,
"3,008",Craven,9/19/2022,0,0,11,13,7,2,
"3,009",Craven,9/12/2022,0,0,22,12,7,2,
"3,010",Craven,9/5/2022,0,5,6,10,0,2,
"3,011",Craven,8/29/2022,0,2,8,18,2,7,
"3,012",Craven,8/22/2022,1,0,11,18,10,0,
"3,013",Craven,8/15/2022,0,3,9,21,8,1,
"3,014",Craven,8/8/2022,0,4,10,20,5,0,
"3,015",Craven,8/1/2022,1,3,17,25,14,5,
"3,016",Craven,7/25/2022,0,1,18,16,9,7,
"3,017",Craven,7/18/2022,0,2,11,34,4,4,
"3,018",Craven,7/11/2022,0,1,25,23,8,13,
"3,019",Craven,7/4/2022,0,6,9,23,6,2,
"3,020",Craven,6/27/2022,0,1,14,34,7,5,
"3,021",Craven,6/20/2022,1,3,11,17,5,4,
"3,022",Craven,6/13/2022,0,4,9,14,4,2,
"3,023",Craven,6/6/2022,0,1,12,18,1,6,
"3,024",Craven,5/30/2022,0,4,2,13,1,6,
"3,025",Craven,5/23/2022,0,3,9,13,4,6,
"3,026",Craven,5/16/2022,0,3,7,14,6,39,
"3,027",Craven,5/9/2022,0,0,12,15,8,2,
"3,028",Craven,5/2/2022,1,1,6,17,4,5,
"3,029",Craven,4/25/2022,0,5,9,23,7,7,
"3,030",Craven,4/18/2022,0,6,9,20,2,14,
"3,031",Craven,4/11/2022,1,6,11,16,5,27,
"3,032",Craven,4/4/2022,0,1,15,14,6,9,
"3,033",Craven,3/28/2022,0,0,15,18,11,21,
"3,034",Craven,3/21/2022,1,7,9,26,11,6,
"3,035",Craven,3/14/2022,1,1,13,25,12,59,
"3,036",Craven,3/7/2022,0,1,15,25,7,30,
"3,037",Craven,2/28/2022,0,12,18,26,5,10,
"3,038",Craven,2/21/2022,0,2,23,31,4,14,
"3,039",Craven,2/14/2022,1,3,23,33,7,13,
"3,040",Craven,2/7/2022,1,7,28,36,2,15,
"3,041",Craven,1/31/2022,1,13,33,60,7,27,
"3,042",Craven,1/24/2022,2,5,43,71,10,30,
"3,043",Craven,1/17/2022,0,10,43,73,7,21,
"3,044",Craven,1/10/2022,2,19,92,121,14,45,
"3,045",Craven,1/3/2022,0,27,97,146,21,39,
"3,046",Craven,12/27/2021,1,3,60,102,20,74,
"3,047",Craven,12/20/2021,0,6,54,114,13,32,
"3,048",Craven,12/13/2021,2,16,63,126,14,59,
"3,049",Craven,12/6/2021,0,5,50,134,14,87,
"3,050",Craven,11/29/2021,1,9,106,174,20,136,
"3,051",Craven,11/22/2021,0,8,61,175,22,73,
"3,052",Craven,11/15/2021,3,17,104,236,25,195,
"3,053",Craven,11/8/2021,3,13,101,305,25,75,
"3,054",Craven,11/1/2021,3,7,52,244,16,78,
"3,055",Craven,10/25/2021,2,3,49,124,20,86,
"3,056",Craven,10/18/2021,1,3,73,195,7,56,
"3,057",Craven,10/11/2021,2,8,84,265,17,80,
"3,058",Craven,10/4/2021,1,10,90,228,11,78,
"3,059",Craven,9/27/2021,2,4,68,199,19,83,
"3,060",Craven,9/20/2021,2,8,93,265,17,75,
"3,061",Craven,9/13/2021,2,6,110,301,25,92,
"3,062",Craven,9/6/2021,7,9,102,376,40,122,
"3,063",Craven,8/30/2021,3,17,156,490,30,126,
"3,064",Craven,8/23/2021,8,26,168,483,57,152,
"3,065",Craven,8/16/2021,7,15,147,378,44,137,
"3,066",Craven,8/9/2021,0,22,180,386,49,126,
"3,067",Craven,8/2/2021,4,37,202,483,61,132,
"3,068",Craven,7/26/2021,6,29,195,428,34,109,
"3,069",Craven,7/19/2021,2,24,116,247,30,71,
"3,070",Craven,7/12/2021,7,31,159,225,21,71,
"3,071",Craven,7/5/2021,0,19,108,161,22,50,
"3,072",Craven,6/28/2021,3,19,103,216,16,45,
"3,073",Craven,6/21/2021,4,31,137,249,34,39,
"3,074",Craven,6/14/2021,7,20,106,181,23,47,
"3,075",Craven,6/7/2021,0,22,124,280,33,44,
"3,076",Craven,5/31/2021,4,31,121,253,30,45,
"3,077",Craven,5/24/2021,5,23,146,350,41,72,
"3,078",Craven,5/17/2021,2,56,189,518,45,83,
"3,079",Craven,5/10/2021,3,35,182,528,42,103,
"3,080",Craven,5/3/2021,5,22,92,333,27,55,
"3,081",Craven,4/26/2021,1,67,185,456,25,75,
"3,082",Craven,4/19/2021,2,36,124,352,45,52,
"3,083",Craven,4/12/2021,10,58,225,535,53,48,
"3,084",Craven,4/5/2021,10,99,443,963,69,122,
"3,085",Craven,3/29/2021,4,172,450,"1,429",71,106,
"3,086",Craven,3/22/2021,9,169,554,"1,720",107,104,
"3,087",Craven,3/15/2021,13,162,769,"2,563",96,129,
"3,088",Craven,3/8/2021,12,69,596,"2,085",97,118,
"3,089",Craven,3/1/2021,14,69,955,"4,095",119,199,
"3,090",Craven,2/22/2021,7,19,411,"1,362",49,40,
"3,091",Craven,2/15/2021,3,7,145,695,49,12,
"3,092",Craven,2/8/2021,4,23,470,"1,531",157,42,
"3,093",Craven,2/1/2021,1,13,175,"1,066",93,142,
"3,094",Craven,1/25/2021,4,12,223,"1,687",139,65,
"3,095",Craven,1/18/2021,7,24,294,"2,798",168,78,
"3,096",Craven,1/11/2021,3,22,177,"1,505",91,28,
"3,097",Craven,1/4/2021,4,11,84,705,27,264,
"3,098",Craven,12/28/2020,4,7,51,329,35,152,
"3,099",Craven,12/21/2020,2,9,35,518,16,,
"3,100",Craven,12/14/2020,2,11,29,217,12,,
"3,101",Cumberland,4/24/2023,0,0,0,0,0,0,
"3,102",Cumberland,4/17/2023,0,0,2,1,0,0,
"3,103",Cumberland,4/10/2023,0,0,7,4,0,0,
"3,104",Cumberland,4/3/2023,0,1,5,5,0,1,
"3,105",Cumberland,3/27/2023,1,0,5,1,2,2,
"3,106",Cumberland,3/20/2023,0,1,8,1,1,0,
"3,107",Cumberland,3/13/2023,0,2,13,2,0,3,
"3,108",Cumberland,3/6/2023,0,0,4,2,2,2,
"3,109",Cumberland,2/27/2023,1,0,2,2,2,2,
"3,110",Cumberland,2/20/2023,0,0,2,1,2,1,
"3,111",Cumberland,2/13/2023,1,1,3,2,1,3,
"3,112",Cumberland,2/6/2023,0,0,7,2,3,3,
"3,113",Cumberland,1/30/2023,2,1,15,4,4,0,
"3,114",Cumberland,1/23/2023,0,1,13,4,1,6,
"3,115",Cumberland,1/16/2023,1,1,12,8,3,6,
"3,116",Cumberland,1/9/2023,0,1,15,9,2,4,
"3,117",Cumberland,1/2/2023,2,1,20,5,3,4,
"3,118",Cumberland,12/26/2022,2,1,18,5,1,5,
"3,119",Cumberland,12/19/2022,2,0,12,11,5,3,
"3,120",Cumberland,12/12/2022,3,1,18,7,1,1,
"3,121",Cumberland,12/5/2022,0,1,17,13,1,3,
"3,122",Cumberland,11/28/2022,3,1,26,8,1,8,
"3,123",Cumberland,11/21/2022,0,0,13,4,4,2,
"3,124",Cumberland,11/14/2022,0,2,22,12,4,5,
"3,125",Cumberland,11/7/2022,0,1,11,10,8,6,
"3,126",Cumberland,10/31/2022,2,2,26,5,3,4,
"3,127",Cumberland,10/24/2022,1,0,32,14,2,9,
"3,128",Cumberland,10/17/2022,1,3,24,18,3,4,
"3,129",Cumberland,10/10/2022,1,3,14,13,1,5,
"3,130",Cumberland,10/3/2022,0,1,28,18,2,8,
"3,131",Cumberland,9/26/2022,3,1,22,10,11,8,
"3,132",Cumberland,9/19/2022,2,3,34,17,5,10,
"3,133",Cumberland,9/12/2022,0,1,53,19,7,6,
"3,134",Cumberland,9/5/2022,2,2,34,20,0,8,
"3,135",Cumberland,8/29/2022,0,1,48,27,6,9,
"3,136",Cumberland,8/22/2022,1,6,65,36,18,10,
"3,137",Cumberland,8/15/2022,1,5,55,25,6,23,
"3,138",Cumberland,8/8/2022,4,4,69,27,10,5,
"3,139",Cumberland,8/1/2022,4,6,66,42,8,34,
"3,140",Cumberland,7/25/2022,2,4,76,27,19,22,
"3,141",Cumberland,7/18/2022,3,9,81,48,19,18,
"3,142",Cumberland,7/11/2022,0,2,64,38,17,32,
"3,143",Cumberland,7/4/2022,8,9,49,40,4,9,
"3,144",Cumberland,6/27/2022,2,2,46,50,9,10,
"3,145",Cumberland,6/20/2022,4,8,45,52,14,12,
"3,146",Cumberland,6/13/2022,1,7,52,23,17,15,
"3,147",Cumberland,6/6/2022,1,3,47,44,14,5,
"3,148",Cumberland,5/30/2022,0,6,52,30,8,9,
"3,149",Cumberland,5/23/2022,2,0,52,39,19,8,
"3,150",Cumberland,5/16/2022,2,2,60,44,9,13,
"3,151",Cumberland,5/9/2022,4,6,64,35,11,6,
"3,152",Cumberland,5/2/2022,3,3,47,21,13,11,
"3,153",Cumberland,4/25/2022,7,3,55,22,8,11,
"3,154",Cumberland,4/18/2022,2,4,63,31,13,15,
"3,155",Cumberland,4/11/2022,2,4,60,40,12,10,
"3,156",Cumberland,4/4/2022,3,6,63,45,20,12,
"3,157",Cumberland,3/28/2022,3,8,66,38,16,11,
"3,158",Cumberland,3/21/2022,0,2,118,45,25,13,
"3,159",Cumberland,3/14/2022,3,7,95,56,21,23,
"3,160",Cumberland,3/7/2022,2,4,108,51,14,21,
"3,161",Cumberland,2/28/2022,6,7,118,80,37,28,
"3,162",Cumberland,2/21/2022,4,8,179,72,44,39,
"3,163",Cumberland,2/14/2022,9,18,187,80,41,36,
"3,164",Cumberland,2/7/2022,7,13,215,91,41,47,
"3,165",Cumberland,1/31/2022,14,21,256,146,37,39,
"3,166",Cumberland,1/24/2022,3,28,309,143,63,47,
"3,167",Cumberland,1/17/2022,8,11,215,146,60,58,
"3,168",Cumberland,1/10/2022,18,21,430,251,85,76,
"3,169",Cumberland,1/3/2022,17,31,648,373,140,98,
"3,170",Cumberland,12/27/2021,14,46,552,252,141,129,
"3,171",Cumberland,12/20/2021,7,20,358,215,85,70,
"3,172",Cumberland,12/13/2021,18,23,449,252,84,108,
"3,173",Cumberland,12/6/2021,21,30,584,325,113,118,
"3,174",Cumberland,11/29/2021,12,34,578,322,121,186,
"3,175",Cumberland,11/22/2021,8,31,403,252,86,100,
"3,176",Cumberland,11/15/2021,14,43,469,346,103,218,
"3,177",Cumberland,11/8/2021,31,63,600,508,153,433,
"3,178",Cumberland,11/1/2021,10,24,329,318,90,153,
"3,179",Cumberland,10/25/2021,11,14,279,229,76,101,
"3,180",Cumberland,10/18/2021,6,19,285,264,77,115,
"3,181",Cumberland,10/11/2021,20,18,343,281,83,157,
"3,182",Cumberland,10/4/2021,14,25,390,294,142,142,
"3,183",Cumberland,9/27/2021,18,15,417,349,118,140,
"3,184",Cumberland,9/20/2021,19,24,454,435,157,237,
"3,185",Cumberland,9/13/2021,21,33,595,602,192,233,
"3,186",Cumberland,9/6/2021,21,57,679,680,176,316,
"3,187",Cumberland,8/30/2021,35,56,938,849,234,275,
"3,188",Cumberland,8/23/2021,42,75,937,"1,003",300,393,
"3,189",Cumberland,8/16/2021,41,43,"1,014",957,255,401,
"3,190",Cumberland,8/9/2021,41,91,"1,281","1,015",235,484,
"3,191",Cumberland,8/2/2021,39,74,"1,386",938,310,379,
"3,192",Cumberland,7/26/2021,42,67,"1,155",861,343,297,
"3,193",Cumberland,7/19/2021,38,69,818,635,238,176,
"3,194",Cumberland,7/12/2021,24,63,768,488,225,266,
"3,195",Cumberland,7/5/2021,20,66,494,375,174,92,
"3,196",Cumberland,6/28/2021,22,55,543,405,181,114,
"3,197",Cumberland,6/21/2021,16,67,719,447,177,142,
"3,198",Cumberland,6/14/2021,24,79,663,500,206,160,
"3,199",Cumberland,6/7/2021,23,85,666,492,199,146,
"3,200",Cumberland,5/31/2021,18,92,604,531,240,121,
"3,201",Cumberland,5/24/2021,41,119,865,759,278,184,
"3,202",Cumberland,5/17/2021,57,149,"1,275","1,257",365,221,
"3,203",Cumberland,5/10/2021,31,110,951,900,257,170,
"3,204",Cumberland,5/3/2021,35,121,793,742,213,149,
"3,205",Cumberland,4/26/2021,34,140,919,898,238,145,
"3,206",Cumberland,4/19/2021,49,103,975,938,230,94,
"3,207",Cumberland,4/12/2021,47,173,"1,381","1,320",299,142,
"3,208",Cumberland,4/5/2021,71,317,"2,566","2,449",549,311,
"3,209",Cumberland,3/29/2021,62,262,"1,734","1,917",385,133,
"3,210",Cumberland,3/22/2021,60,236,"1,934","2,138",381,81,
"3,211",Cumberland,3/15/2021,73,264,"2,226","2,527",484,114,
"3,212",Cumberland,3/8/2021,66,237,"1,903","2,063",325,113,
"3,213",Cumberland,3/1/2021,80,360,"1,863","2,822",386,100,
"3,214",Cumberland,2/22/2021,59,191,"2,003","2,149",232,68,
"3,215",Cumberland,2/15/2021,50,148,"1,703","2,331",283,30,
"3,216",Cumberland,2/8/2021,31,102,734,972,136,55,
"3,217",Cumberland,2/1/2021,42,125,"1,663","1,312",252,159,
"3,218",Cumberland,1/25/2021,36,97,926,"1,551",206,36,
"3,219",Cumberland,1/18/2021,49,227,"1,782","3,518",360,74,
"3,220",Cumberland,1/11/2021,71,256,"1,863","3,303",320,269,
"3,221",Cumberland,1/4/2021,24,94,632,"1,717",199,513,
"3,222",Cumberland,12/28/2020,19,84,325,846,121,237,
"3,223",Cumberland,12/21/2020,15,50,131,367,47,16,
"3,224",Cumberland,12/14/2020,17,103,260,729,142,25,
"3,225",Currituck,4/24/2023,0,0,0,0,,,0
"3,226",Currituck,4/17/2023,0,0,0,0,,,0
"3,227",Currituck,4/10/2023,0,0,0,0,,,2
"3,228",Currituck,4/3/2023,0,0,0,0,0,,0
"3,229",Currituck,3/27/2023,0,0,0,0,,,1
"3,230",Currituck,3/20/2023,0,0,0,0,,0,0
"3,231",Currituck,3/13/2023,0,0,0,0,,,1
"3,232",Currituck,3/6/2023,0,0,0,0,,0,0
"3,233",Currituck,2/27/2023,0,0,0,0,,,0
"3,234",Currituck,2/20/2023,0,0,0,0,,,0
"3,235",Currituck,2/13/2023,0,0,0,0,,,2
"3,236",Currituck,2/6/2023,0,0,0,0,,,1
"3,237",Currituck,1/30/2023,0,0,0,0,,,0
"3,238",Currituck,1/23/2023,0,0,2,1,,1,1
"3,239",Currituck,1/16/2023,0,0,0,0,,,1
"3,240",Currituck,1/9/2023,0,0,0,0,,,1
"3,241",Currituck,1/2/2023,0,0,0,0,,,1
"3,242",Currituck,12/26/2022,0,0,0,0,,,2
"3,243",Currituck,12/19/2022,0,0,0,0,,,0
"3,244",Currituck,12/12/2022,0,0,0,0,,,1
"3,245",Currituck,12/5/2022,0,0,0,0,,,2
"3,246",Currituck,11/28/2022,0,0,0,0,,,1
"3,247",Currituck,11/21/2022,0,0,0,0,,,2
"3,248",Currituck,11/14/2022,0,0,0,0,,,2
"3,249",Currituck,11/7/2022,0,0,0,0,,,2
"3,250",Currituck,10/31/2022,0,0,0,0,0,0,0
"3,251",Currituck,10/24/2022,0,0,0,0,,,2
"3,252",Currituck,10/17/2022,0,0,0,0,,,2
"3,253",Currituck,10/10/2022,0,0,0,3,0,1,0
"3,254",Currituck,10/3/2022,0,0,2,0,1,0,0
"3,255",Currituck,9/26/2022,0,0,0,0,,,1
"3,256",Currituck,9/19/2022,0,0,0,0,0,0,0
"3,257",Currituck,9/12/2022,0,0,0,3,0,0,0
"3,258",Currituck,9/5/2022,0,0,0,0,,,1
"3,259",Currituck,8/29/2022,0,0,0,0,,,1
"3,260",Currituck,8/22/2022,0,0,0,9,0,,0
"3,261",Currituck,8/15/2022,0,0,2,2,,,0
"3,262",Currituck,8/8/2022,0,0,0,3,0,0,0
"3,263",Currituck,8/1/2022,0,0,0,0,0,0,0
"3,264",Currituck,7/25/2022,0,0,0,0,,,2
"3,265",Currituck,7/18/2022,0,0,0,8,0,1,0
"3,266",Currituck,7/11/2022,0,0,1,4,0,0,0
"3,267",Currituck,7/4/2022,0,0,1,3,0,,0
"3,268",Currituck,6/27/2022,0,0,0,0,,,2
"3,269",Currituck,6/20/2022,0,0,0,0,,,1
"3,270",Currituck,6/13/2022,0,0,6,5,0,0,0
"3,271",Currituck,6/6/2022,0,0,2,2,0,0,0
"3,272",Currituck,5/30/2022,0,0,2,2,0,0,0
"3,273",Currituck,5/23/2022,0,0,1,2,0,0,0
"3,274",Currituck,5/16/2022,0,0,1,3,0,0,0
"3,275",Currituck,5/9/2022,0,0,0,6,0,0,0
"3,276",Currituck,5/2/2022,0,0,8,3,1,0,0
"3,277",Currituck,4/25/2022,0,0,0,0,,,1
"3,278",Currituck,4/18/2022,0,0,2,2,0,0,0
"3,279",Currituck,4/11/2022,0,0,0,3,0,0,0
"3,280",Currituck,4/4/2022,0,0,0,6,0,1,2
"3,281",Currituck,3/28/2022,0,0,0,5,0,4,0
"3,282",Currituck,3/21/2022,0,0,0,4,0,2,0
"3,283",Currituck,3/14/2022,0,0,0,0,0,0,0
"3,284",Currituck,3/7/2022,0,0,1,9,0,0,0
"3,285",Currituck,2/28/2022,0,0,0,2,1,0,2
"3,286",Currituck,2/21/2022,0,0,1,2,,0,0
"3,287",Currituck,2/14/2022,0,0,5,12,1,1,0
"3,288",Currituck,2/7/2022,0,0,3,8,5,2,1
"3,289",Currituck,1/31/2022,0,0,1,8,3,4,0
"3,290",Currituck,1/24/2022,0,0,5,14,3,4,0
"3,291",Currituck,1/17/2022,0,0,0,27,0,4,0
"3,292",Currituck,1/10/2022,0,0,1,22,3,3,0
"3,293",Currituck,1/3/2022,0,0,2,34,4,9,1
"3,294",Currituck,12/27/2021,0,0,1,22,4,1,0
"3,295",Currituck,12/20/2021,0,0,0,19,5,11,2
"3,296",Currituck,12/13/2021,0,0,2,9,2,3,0
"3,297",Currituck,12/6/2021,0,0,3,29,4,3,0
"3,298",Currituck,11/29/2021,0,0,42,38,5,35,2
"3,299",Currituck,11/22/2021,0,0,2,16,9,5,1
"3,300",Currituck,11/15/2021,0,0,9,28,6,12,0
"3,301",Currituck,11/8/2021,0,0,7,38,3,11,1
"3,302",Currituck,11/1/2021,0,0,1,38,4,6,3
"3,303",Currituck,10/25/2021,0,0,1,40,2,14,1
"3,304",Currituck,10/18/2021,0,0,0,64,3,9,1
"3,305",Currituck,10/11/2021,0,0,1,54,8,12,1
"3,306",Currituck,10/4/2021,0,0,2,45,5,9,1
"3,307",Currituck,9/27/2021,0,0,5,47,2,10,0
"3,308",Currituck,9/20/2021,0,0,4,39,7,4,0
"3,309",Currituck,9/13/2021,0,0,4,52,4,19,0
"3,310",Currituck,9/6/2021,0,0,6,65,9,31,1
"3,311",Currituck,8/30/2021,0,0,5,106,10,14,1
"3,312",Currituck,8/23/2021,0,0,6,56,19,32,0
"3,313",Currituck,8/16/2021,0,0,3,78,6,52,0
"3,314",Currituck,8/9/2021,0,0,9,78,10,10,1
"3,315",Currituck,8/2/2021,0,0,7,100,9,15,0
"3,316",Currituck,7/26/2021,0,0,12,89,13,21,1
"3,317",Currituck,7/19/2021,0,0,4,66,7,9,3
"3,318",Currituck,7/12/2021,0,0,1,32,9,21,0
"3,319",Currituck,7/5/2021,0,0,6,30,5,13,0
"3,320",Currituck,6/28/2021,0,0,5,22,3,18,2
"3,321",Currituck,6/21/2021,0,0,8,37,5,23,0
"3,322",Currituck,6/14/2021,0,0,2,43,9,8,4
"3,323",Currituck,6/7/2021,0,0,1,55,19,11,3
"3,324",Currituck,5/31/2021,0,0,4,40,3,14,0
"3,325",Currituck,5/24/2021,0,0,5,107,14,14,3
"3,326",Currituck,5/17/2021,0,0,13,201,5,12,2
"3,327",Currituck,5/10/2021,0,0,9,105,5,13,0
"3,328",Currituck,5/3/2021,0,0,5,85,9,9,1
"3,329",Currituck,4/26/2021,0,0,15,120,7,5,2
"3,330",Currituck,4/19/2021,0,0,8,101,2,7,8
"3,331",Currituck,4/12/2021,0,0,21,288,11,43,5
"3,332",Currituck,4/5/2021,0,0,38,345,11,17,9
"3,333",Currituck,3/29/2021,0,0,9,300,7,6,2
"3,334",Currituck,3/22/2021,0,0,35,510,18,18,15
"3,335",Currituck,3/15/2021,0,0,33,515,18,16,10
"3,336",Currituck,3/8/2021,0,0,28,351,13,14,7
"3,337",Currituck,3/1/2021,0,0,45,409,20,27,18
"3,338",Currituck,2/22/2021,0,0,27,283,17,9,4
"3,339",Currituck,2/15/2021,0,0,33,129,1,4,1
"3,340",Currituck,2/8/2021,0,0,5,243,2,4,3
"3,341",Currituck,2/1/2021,0,0,46,658,42,1,6
"3,342",Currituck,1/25/2021,0,0,21,548,90,8,6
"3,343",Currituck,1/18/2021,0,0,45,"1,423",60,7,9
"3,344",Currituck,1/11/2021,0,0,26,573,14,2,9
"3,345",Currituck,1/4/2021,0,0,58,"1,306",45,4,10
"3,346",Currituck,12/28/2020,0,0,0,61,2,,0
"3,347",Currituck,12/21/2020,0,0,0,15,2,,0
"3,348",Currituck,12/14/2020,0,0,1,2,,,0
"3,349",Dare,4/24/2023,0,0,0,0,,,0
"3,350",Dare,4/17/2023,0,0,0,0,0,,0
"3,351",Dare,4/10/2023,0,0,0,0,0,,0
"3,352",Dare,4/3/2023,0,0,0,0,,,1
"3,353",Dare,3/27/2023,0,0,0,0,0,,0
"3,354",Dare,3/20/2023,0,0,0,0,,,1
"3,355",Dare,3/13/2023,0,0,0,0,,,0
"3,356",Dare,3/6/2023,0,0,0,0,0,,0
"3,357",Dare,2/27/2023,0,0,0,0,,,1
"3,358",Dare,2/20/2023,0,0,0,0,0,0,0
"3,359",Dare,2/13/2023,0,0,0,0,,,0
"3,360",Dare,2/6/2023,0,0,0,0,,0,0
"3,361",Dare,1/30/2023,0,0,0,0,,,2
"3,362",Dare,1/23/2023,0,0,0,3,1,,0
"3,363",Dare,1/16/2023,0,0,0,0,0,0,0
"3,364",Dare,1/9/2023,0,0,0,0,,0,0
"3,365",Dare,1/2/2023,0,0,0,0,,,1
"3,366",Dare,12/26/2022,0,0,0,0,,,2
"3,367",Dare,12/19/2022,0,0,0,0,,,1
"3,368",Dare,12/12/2022,0,0,0,0,,,1
"3,369",Dare,12/5/2022,0,0,0,0,,,2
"3,370",Dare,11/28/2022,0,0,0,0,0,0,0
"3,371",Dare,11/21/2022,0,0,0,0,,,2
"3,372",Dare,11/14/2022,0,0,0,0,,,2
"3,373",Dare,11/7/2022,0,0,0,2,2,1,0
"3,374",Dare,10/31/2022,0,0,0,5,0,0,2
"3,375",Dare,10/24/2022,0,0,0,0,,,2
"3,376",Dare,10/17/2022,0,0,0,0,,,2
"3,377",Dare,10/10/2022,0,0,1,0,2,0,0
"3,378",Dare,10/3/2022,0,0,0,5,0,0,1
"3,379",Dare,9/26/2022,0,0,0,0,0,0,0
"3,380",Dare,9/19/2022,0,0,0,6,1,0,0
"3,381",Dare,9/12/2022,0,0,0,0,,,2
"3,382",Dare,9/5/2022,0,0,0,5,0,0,0
"3,383",Dare,8/29/2022,0,0,0,4,0,,0
"3,384",Dare,8/22/2022,0,0,0,2,1,1,0
"3,385",Dare,8/15/2022,0,0,1,5,0,,0
"3,386",Dare,8/8/2022,0,0,1,3,0,,0
"3,387",Dare,8/1/2022,0,0,0,8,4,0,0
"3,388",Dare,7/25/2022,0,0,1,6,2,0,0
"3,389",Dare,7/18/2022,0,0,0,11,0,0,0
"3,390",Dare,7/11/2022,0,0,0,14,0,0,0
"3,391",Dare,7/4/2022,0,0,1,6,2,,0
"3,392",Dare,6/27/2022,0,0,0,10,1,0,0
"3,393",Dare,6/20/2022,0,0,0,7,2,0,0
"3,394",Dare,6/13/2022,0,0,0,5,4,0,0
"3,395",Dare,6/6/2022,0,0,0,3,0,0,0
"3,396",Dare,5/30/2022,0,0,0,8,1,1,0
"3,397",Dare,5/23/2022,0,0,0,3,6,1,0
"3,398",Dare,5/16/2022,0,0,0,4,2,0,0
"3,399",Dare,5/9/2022,0,0,0,2,2,,0
"3,400",Dare,5/2/2022,0,0,0,7,2,1,0
"3,401",Dare,4/25/2022,0,0,0,2,0,0,2
"3,402",Dare,4/18/2022,0,0,0,3,3,0,0
"3,403",Dare,4/11/2022,0,0,1,2,1,0,0
"3,404",Dare,4/4/2022,0,0,0,3,0,0,0
"3,405",Dare,3/28/2022,0,0,1,6,1,0,0
"3,406",Dare,3/21/2022,0,0,0,5,3,3,0
"3,407",Dare,3/14/2022,0,0,0,9,2,0,0
"3,408",Dare,3/7/2022,0,0,0,5,0,2,1
"3,409",Dare,2/28/2022,0,0,1,18,5,0,0
"3,410",Dare,2/21/2022,0,0,0,15,3,1,0
"3,411",Dare,2/14/2022,0,0,0,14,3,0,0
"3,412",Dare,2/7/2022,0,0,1,16,6,3,1
"3,413",Dare,1/31/2022,0,0,1,26,8,1,1
"3,414",Dare,1/24/2022,0,0,1,36,14,1,2
"3,415",Dare,1/17/2022,0,0,1,23,5,1,1
"3,416",Dare,1/10/2022,0,0,3,50,17,4,4
"3,417",Dare,1/3/2022,0,0,8,74,24,6,2
"3,418",Dare,12/27/2021,0,0,4,75,14,0,2
"3,419",Dare,12/20/2021,0,0,2,38,21,1,0
"3,420",Dare,12/13/2021,0,0,0,64,26,5,2
"3,421",Dare,12/6/2021,0,0,6,65,22,8,2
"3,422",Dare,11/29/2021,0,0,4,64,13,5,2
"3,423",Dare,11/22/2021,0,0,1,88,17,3,3
"3,424",Dare,11/15/2021,0,0,6,95,14,8,0
"3,425",Dare,11/8/2021,0,0,15,238,8,40,7
"3,426",Dare,11/1/2021,0,0,2,45,8,10,0
"3,427",Dare,10/25/2021,0,0,2,46,15,3,0
"3,428",Dare,10/18/2021,0,0,1,37,6,5,1
"3,429",Dare,10/11/2021,0,0,1,38,2,10,4
"3,430",Dare,10/4/2021,0,0,5,72,17,5,4
"3,431",Dare,9/27/2021,0,0,3,61,15,19,0
"3,432",Dare,9/20/2021,0,0,3,59,32,29,2
"3,433",Dare,9/13/2021,0,0,5,102,48,32,3
"3,434",Dare,9/6/2021,0,0,0,102,38,30,1
"3,435",Dare,8/30/2021,0,0,15,137,65,17,3
"3,436",Dare,8/23/2021,0,0,9,136,56,18,4
"3,437",Dare,8/16/2021,0,0,8,203,84,24,6
"3,438",Dare,8/9/2021,0,0,10,186,57,23,2
"3,439",Dare,8/2/2021,0,0,17,240,51,31,6
"3,440",Dare,7/26/2021,0,0,20,299,70,31,7
"3,441",Dare,7/19/2021,0,0,6,135,35,5,3
"3,442",Dare,7/12/2021,0,0,8,81,31,7,3
"3,443",Dare,7/5/2021,0,0,3,71,32,5,7
