Index,County,date,other,other,black,white,other,missing,Suppressed
"6,607",Lenoir,8/29/2022,0,0,6,7,2,4,1
"6,608",Lenoir,8/22/2022,0,0,11,9,0,0,0
"6,609",Lenoir,8/15/2022,0,0,11,6,0,1,0
"6,610",Lenoir,8/8/2022,0,0,13,12,3,1,0
"6,611",Lenoir,8/1/2022,0,0,21,4,6,3,0
"6,612",Lenoir,7/25/2022,0,0,15,10,3,4,0
"6,613",Lenoir,7/18/2022,0,0,18,15,0,3,0
"6,614",Lenoir,7/11/2022,0,0,17,11,3,4,0
"6,615",Lenoir,7/4/2022,0,0,8,7,0,4,0
"6,616",Lenoir,6/27/2022,0,0,7,5,2,1,0
"6,617",Lenoir,6/20/2022,0,0,13,7,1,1,0
"6,618",Lenoir,6/13/2022,0,0,17,8,3,6,0
"6,619",Lenoir,6/6/2022,0,0,15,5,0,1,1
"6,620",Lenoir,5/30/2022,0,0,12,5,0,2,0
"6,621",Lenoir,5/23/2022,0,0,7,10,1,2,1
"6,622",Lenoir,5/16/2022,0,0,12,8,1,0,0
"6,623",Lenoir,5/9/2022,0,0,6,10,1,3,0
"6,624",Lenoir,5/2/2022,0,0,21,7,1,2,0
"6,625",Lenoir,4/25/2022,0,0,7,6,3,1,0
"6,626",Lenoir,4/18/2022,0,0,14,8,1,4,0
"6,627",Lenoir,4/11/2022,0,0,10,6,0,1,0
"6,628",Lenoir,4/4/2022,0,0,11,4,0,5,0
"6,629",Lenoir,3/28/2022,0,0,15,4,2,0,0
"6,630",Lenoir,3/21/2022,0,0,26,3,2,6,2
"6,631",Lenoir,3/14/2022,0,0,25,5,5,4,1
"6,632",Lenoir,3/7/2022,0,0,20,6,3,7,1
"6,633",Lenoir,2/28/2022,0,0,17,10,3,0,1
"6,634",Lenoir,2/21/2022,0,0,20,16,3,4,1
"6,635",Lenoir,2/14/2022,0,0,22,17,7,10,1
"6,636",Lenoir,2/7/2022,0,0,25,22,13,8,0
"6,637",Lenoir,1/31/2022,0,0,35,17,8,17,0
"6,638",Lenoir,1/24/2022,0,0,58,33,6,16,3
"6,639",Lenoir,1/17/2022,0,0,32,23,8,3,1
"6,640",Lenoir,1/10/2022,0,0,93,33,11,10,3
"6,641",Lenoir,1/3/2022,0,0,100,72,12,41,2
"6,642",Lenoir,12/27/2021,0,0,69,35,11,35,0
"6,643",Lenoir,12/20/2021,0,0,45,32,8,28,0
"6,644",Lenoir,12/13/2021,0,0,76,36,16,24,5
"6,645",Lenoir,12/6/2021,0,0,63,47,16,41,3
"6,646",Lenoir,11/29/2021,0,0,92,70,11,52,2
"6,647",Lenoir,11/22/2021,0,0,33,37,11,41,7
"6,648",Lenoir,11/15/2021,0,0,102,76,24,65,1
"6,649",Lenoir,11/8/2021,0,0,78,81,18,38,1
"6,650",Lenoir,11/1/2021,0,0,44,65,7,34,1
"6,651",Lenoir,10/25/2021,0,0,37,54,4,33,1
"6,652",Lenoir,10/18/2021,0,0,84,57,13,24,4
