Index,County,Week Of,0-17,0-17,0-17,18-24,25-49,50-64,65-74,75+,Suppressed,Missing
"3,232",Currituck,3/6/2023,0,0,0,0,0,0,0,0,,
"3,233",Currituck,2/27/2023,0,0,0,0,0,0,0,0,2,
"3,234",Currituck,2/20/2023,0,0,0,0,0,0,0,0,,
"3,235",Currituck,2/13/2023,0,0,0,0,0,0,0,0,1,
"3,236",Currituck,2/6/2023,0,0,0,0,0,0,0,0,1,
"3,237",Currituck,1/30/2023,0,0,0,0,0,0,0,0,2,
"3,238",Currituck,1/23/2023,0,0,0,0,0,0,0,0,1,
"3,239",Currituck,1/16/2023,0,0,0,0,0,0,0,0,,
"3,240",Currituck,1/9/2023,0,0,0,0,0,0,0,0,1,
"3,241",Currituck,1/2/2023,0,0,0,0,0,0,0,0,,
"3,242",Currituck,12/26/2022,0,0,0,1,1,1,0,0,,
"3,243",Currituck,12/19/2022,0,0,0,0,0,0,0,0,1,
"3,244",Currituck,12/12/2022,0,0,0,0,0,0,0,0,1,
"3,245",Currituck,12/5/2022,0,0,0,0,0,0,0,0,1,
"3,246",Currituck,11/28/2022,0,0,0,1,2,0,0,0,,
"3,247",Currituck,11/21/2022,0,0,0,0,0,0,0,0,2,
"3,248",Currituck,11/14/2022,0,0,0,0,0,0,0,0,2,
"3,249",Currituck,11/7/2022,2,1,0,1,0,0,0,0,,
"3,250",Currituck,10/31/2022,1,1,0,0,2,0,0,0,,
"3,251",Currituck,10/24/2022,0,0,0,0,0,0,0,0,1,
"3,252",Currituck,10/17/2022,0,0,0,0,0,0,0,0,,
"3,253",Currituck,10/10/2022,0,0,0,0,0,0,0,0,2,
"3,254",Currituck,10/3/2022,0,0,0,0,0,0,0,0,1,
"3,255",Currituck,9/26/2022,0,0,3,0,0,1,0,0,,
"3,256",Currituck,9/19/2022,0,1,1,2,0,0,1,0,,
"3,257",Currituck,9/12/2022,0,2,0,0,1,0,0,0,,
"3,258",Currituck,9/5/2022,0,0,0,0,0,0,0,0,1,
"3,259",Currituck,8/29/2022,0,0,0,0,0,0,0,0,2,
"3,260",Currituck,8/22/2022,0,1,0,3,0,0,0,0,,
"3,261",Currituck,8/15/2022,0,0,0,0,0,0,0,0,1,
"3,262",Currituck,8/8/2022,0,0,0,0,0,0,0,0,2,
"3,263",Currituck,8/1/2022,0,1,1,0,3,0,0,0,,
"3,264",Currituck,7/25/2022,0,2,0,0,0,1,0,0,,
"3,265",Currituck,7/18/2022,0,0,0,0,0,0,0,0,2,
"3,266",Currituck,7/11/2022,0,0,0,0,2,0,2,1,,
"3,267",Currituck,7/4/2022,0,0,0,0,0,0,0,0,,
"3,268",Currituck,6/27/2022,0,0,0,0,0,0,0,0,,
"3,269",Currituck,6/20/2022,0,0,0,0,0,0,0,0,,
"3,270",Currituck,6/13/2022,0,1,2,0,0,1,0,0,,
"3,271",Currituck,6/6/2022,0,0,0,0,0,0,0,0,1,
"3,272",Currituck,5/30/2022,0,0,0,0,0,0,0,0,1,
"3,273",Currituck,5/23/2022,0,0,0,0,0,0,0,0,2,
"3,274",Currituck,5/16/2022,0,0,1,1,1,1,1,0,,
"3,275",Currituck,5/9/2022,0,2,0,2,2,0,0,0,,
"3,276",Currituck,5/2/2022,0,0,2,5,1,2,2,0,,
"3,277",Currituck,4/25/2022,0,1,1,1,0,0,0,0,,
"3,278",Currituck,4/18/2022,0,0,1,1,0,1,0,0,,
"3,279",Currituck,4/11/2022,0,1,3,3,0,1,0,1,,
"3,280",Currituck,4/4/2022,0,1,0,2,2,1,1,0,,
"3,281",Currituck,3/28/2022,0,5,0,0,1,0,0,0,,
"3,282",Currituck,3/21/2022,0,5,0,0,0,2,1,0,,
"3,283",Currituck,3/14/2022,0,4,0,2,3,0,1,0,,
"3,284",Currituck,3/7/2022,0,9,2,1,7,0,0,1,,
"3,285",Currituck,2/28/2022,0,2,5,5,5,3,2,2,,
"3,286",Currituck,2/21/2022,0,2,3,2,5,1,0,0,,
"3,287",Currituck,2/14/2022,0,9,5,1,8,3,1,0,,
"3,288",Currituck,2/7/2022,0,0,2,2,13,3,3,2,,
"3,289",Currituck,1/31/2022,0,8,1,9,5,11,3,2,,
"3,290",Currituck,1/24/2022,0,9,2,4,4,4,2,0,,
"3,291",Currituck,1/17/2022,0,4,2,0,7,4,3,3,,
"3,292",Currituck,1/10/2022,0,10,6,3,4,3,3,1,,
"3,293",Currituck,1/3/2022,0,6,4,6,10,8,6,0,,
"3,294",Currituck,12/27/2021,0,4,1,3,10,4,1,0,,
"3,295",Currituck,12/20/2021,0,12,6,1,8,4,2,0,,
"3,296",Currituck,12/13/2021,0,8,6,4,12,7,1,0,,
"3,297",Currituck,12/6/2021,0,14,9,2,12,11,5,3,,
"3,298",Currituck,11/29/2021,0,18,8,13,50,32,20,7,,1
"3,299",Currituck,11/22/2021,0,1,1,4,10,6,1,1,,
"3,300",Currituck,11/15/2021,0,0,2,11,26,21,8,3,,
"3,301",Currituck,11/8/2021,0,0,0,8,18,22,3,1,,
"3,302",Currituck,11/1/2021,0,0,2,5,39,21,5,1,,
"3,303",Currituck,10/25/2021,0,0,2,13,36,14,4,0,,
"3,304",Currituck,10/18/2021,0,0,8,4,40,29,4,2,,
"3,305",Currituck,10/11/2021,0,0,7,10,30,21,6,5,,
"3,306",Currituck,10/4/2021,0,0,7,12,29,19,2,3,,
"3,307",Currituck,9/27/2021,0,0,12,9,56,35,14,4,,
"3,308",Currituck,9/20/2021,0,0,9,15,39,28,9,2,,
"3,309",Currituck,9/13/2021,0,0,27,24,53,37,12,3,,
"3,310",Currituck,9/6/2021,0,0,12,16,47,33,0,1,,
"3,311",Currituck,8/30/2021,0,0,12,16,43,26,13,4,,
"3,312",Currituck,8/23/2021,0,0,7,20,36,21,11,3,,
"3,313",Currituck,8/16/2021,0,0,9,15,40,35,15,3,,1
"3,314",Currituck,8/9/2021,0,0,9,15,13,19,9,3,,
"3,315",Currituck,8/2/2021,0,0,7,10,23,15,11,3,,
"3,316",Currituck,7/26/2021,0,0,4,19,18,11,6,4,,0
"3,317",Currituck,7/19/2021,0,0,2,8,11,11,4,3,,
"3,318",Currituck,7/12/2021,0,0,6,8,16,9,6,4,,
"3,319",Currituck,7/5/2021,0,0,2,9,21,14,7,1,,
"3,320",Currituck,6/28/2021,0,0,9,13,18,9,6,2,,
"3,321",Currituck,6/21/2021,0,0,9,14,37,37,11,6,,
"3,322",Currituck,6/14/2021,0,0,28,27,59,57,18,3,,
"3,323",Currituck,6/7/2021,0,0,11,8,46,39,19,5,,1
"3,324",Currituck,5/31/2021,0,0,6,11,42,53,20,6,,
"3,325",Currituck,5/24/2021,0,0,1,11,35,42,24,6,,
"3,326",Currituck,5/17/2021,0,0,0,11,61,70,35,18,,
"3,327",Currituck,5/10/2021,0,0,0,25,112,107,57,19,,
"3,328",Currituck,5/3/2021,0,0,0,31,108,144,48,22,,
"3,329",Currituck,4/26/2021,0,0,0,20,102,128,52,7,,
"3,330",Currituck,4/19/2021,0,0,0,34,165,224,68,23,,1
"3,331",Currituck,4/12/2021,0,0,0,28,191,279,108,23,,0
"3,332",Currituck,4/5/2021,0,0,0,24,140,171,101,38,,
"3,333",Currituck,3/29/2021,0,0,0,13,81,164,111,46,,
"3,334",Currituck,3/22/2021,0,0,0,8,40,81,108,82,,0
"3,335",Currituck,3/15/2021,0,0,0,3,25,70,58,26,,
"3,336",Currituck,3/8/2021,0,0,0,5,42,95,88,50,,
"3,337",Currituck,3/1/2021,0,0,0,3,53,177,324,169,,0
"3,338",Currituck,2/22/2021,0,0,0,7,117,177,186,114,,1
"3,339",Currituck,2/15/2021,0,0,0,8,92,181,589,279,,
"3,340",Currituck,2/8/2021,0,0,0,7,107,147,141,217,,1
"3,341",Currituck,2/1/2021,0,0,0,6,78,133,156,170,,0
"3,342",Currituck,1/25/2021,0,0,0,6,98,140,171,373,,0
"3,343",Currituck,1/18/2021,0,0,0,0,6,2,1,5,,
"3,344",Currituck,1/11/2021,0,0,0,0,4,1,1,1,,0
"3,345",Currituck,1/4/2021,0,0,0,0,1,4,2,0,,0
"3,346",Currituck,12/28/2020,0,0,0,0,0,0,0,0,,
"3,347",Currituck,12/21/2020,0,0,0,0,0,0,0,0,,
"3,348",Currituck,12/14/2020,0,0,0,0,0,0,0,0,,
"3,349",Dare,4/24/2023,0,0,0,0,0,0,0,0,,
"3,350",Dare,4/17/2023,0,0,0,0,0,0,0,0,,
"3,351",Dare,4/10/2023,0,0,0,0,0,0,0,0,1,
"3,352",Dare,4/3/2023,0,0,0,0,0,0,0,0,,
"3,353",Dare,3/27/2023,0,0,0,0,0,0,0,0,,
"3,354",Dare,3/20/2023,0,0,0,0,0,0,0,0,2,
"3,355",Dare,3/13/2023,0,0,0,0,0,0,0,0,,
"3,356",Dare,3/6/2023,0,0,0,0,0,0,0,0,,
"3,357",Dare,2/27/2023,0,0,0,0,0,0,0,0,1,
"3,358",Dare,2/20/2023,0,0,0,1,1,1,0,0,,
"3,359",Dare,2/13/2023,0,0,0,0,0,0,0,0,,
"3,360",Dare,2/6/2023,0,0,0,0,0,0,0,0,1,
"3,361",Dare,1/30/2023,0,0,0,0,0,0,0,0,1,
"3,362",Dare,1/23/2023,3,1,0,0,2,0,0,0,,
"3,363",Dare,1/16/2023,0,0,0,0,0,0,0,0,2,
"3,364",Dare,1/9/2023,2,0,0,0,0,0,1,0,,
"3,365",Dare,1/2/2023,0,0,0,0,0,0,0,0,,
"3,366",Dare,12/26/2022,0,0,0,0,0,0,0,0,2,
"3,367",Dare,12/19/2022,0,0,0,0,0,0,0,0,,
"3,368",Dare,12/12/2022,3,1,0,0,0,0,0,0,,0
"3,369",Dare,12/5/2022,1,0,0,0,2,0,0,0,,
"3,370",Dare,11/28/2022,1,2,0,1,0,0,0,0,,
"3,371",Dare,11/21/2022,0,0,0,0,0,0,0,0,1,
"3,372",Dare,11/14/2022,1,1,1,0,0,0,0,0,,0
"3,373",Dare,11/7/2022,0,0,0,0,0,0,0,0,1,
"3,374",Dare,10/31/2022,0,0,0,0,0,0,0,0,2,
"3,375",Dare,10/24/2022,0,1,0,1,1,0,1,0,,0
"3,376",Dare,10/17/2022,1,0,0,0,1,1,0,0,,
"3,377",Dare,10/10/2022,1,2,0,0,2,0,0,0,,
"3,378",Dare,10/3/2022,1,1,0,2,0,1,0,0,,
"3,379",Dare,9/26/2022,0,0,0,0,0,0,0,0,2,
"3,380",Dare,9/19/2022,0,2,1,1,0,0,0,0,,
"3,381",Dare,9/12/2022,0,0,0,0,0,0,0,0,,
"3,382",Dare,9/5/2022,0,1,0,3,2,0,0,0,,
"3,383",Dare,8/29/2022,2,1,2,4,0,0,0,0,,1
"3,384",Dare,8/22/2022,2,4,0,2,1,0,0,0,,
"3,385",Dare,8/15/2022,3,2,0,1,0,0,0,0,,
"3,386",Dare,8/8/2022,2,1,0,1,0,0,0,0,,
"3,387",Dare,8/1/2022,2,2,2,0,1,1,0,0,,
"3,388",Dare,7/25/2022,6,3,0,0,1,0,1,0,,
"3,389",Dare,7/18/2022,0,3,0,1,3,1,1,0,,
"3,390",Dare,7/11/2022,0,0,1,1,2,2,0,0,,
"3,391",Dare,7/4/2022,0,0,1,1,4,1,0,0,,
"3,392",Dare,6/27/2022,0,2,1,1,0,0,2,0,,
"3,393",Dare,6/20/2022,0,1,3,0,0,2,0,0,,
"3,394",Dare,6/13/2022,0,0,2,1,2,2,1,0,,
"3,395",Dare,6/6/2022,0,1,2,0,2,1,0,0,,
"3,396",Dare,5/30/2022,0,0,0,3,2,1,0,0,,0
"3,397",Dare,5/23/2022,0,2,0,0,0,1,1,0,,
"3,398",Dare,5/16/2022,0,1,1,2,1,1,0,0,,
"3,399",Dare,5/9/2022,0,2,1,1,1,0,0,1,,
"3,400",Dare,5/2/2022,0,1,0,1,2,2,0,0,,
"3,401",Dare,4/25/2022,0,1,1,1,1,1,1,1,,
"3,402",Dare,4/18/2022,0,1,2,2,3,3,1,0,,
"3,403",Dare,4/11/2022,0,4,0,1,4,1,3,0,,
"3,404",Dare,4/4/2022,0,2,4,3,2,0,0,0,,
"3,405",Dare,3/28/2022,0,1,5,2,6,3,1,0,,
"3,406",Dare,3/21/2022,0,3,2,0,5,2,1,1,,
"3,407",Dare,3/14/2022,0,3,2,3,4,3,1,0,,
"3,408",Dare,3/7/2022,0,3,3,2,8,1,1,0,,
"3,409",Dare,2/28/2022,0,4,5,3,6,1,4,0,,
"3,410",Dare,2/21/2022,0,5,7,5,11,10,7,1,,
"3,411",Dare,2/14/2022,0,11,4,2,9,10,1,0,,
"3,412",Dare,2/7/2022,0,17,10,9,7,10,3,1,,
"3,413",Dare,1/31/2022,0,29,20,10,18,13,1,0,,
"3,414",Dare,1/24/2022,0,37,16,5,32,8,3,1,,0
"3,415",Dare,1/17/2022,0,18,4,3,18,7,1,1,,
"3,416",Dare,1/10/2022,0,21,9,11,25,13,2,0,,
"3,417",Dare,1/3/2022,0,32,12,10,20,9,3,1,,0
"3,418",Dare,12/27/2021,0,31,12,3,18,18,4,1,,0
"3,419",Dare,12/20/2021,0,39,15,3,10,10,3,0,,0
"3,420",Dare,12/13/2021,0,27,14,9,24,15,5,1,,
"3,421",Dare,12/6/2021,0,45,23,5,39,29,14,2,,0
"3,422",Dare,11/29/2021,0,159,57,11,27,30,7,2,,
"3,423",Dare,11/22/2021,0,6,10,4,23,16,8,1,,
"3,424",Dare,11/15/2021,0,0,9,6,33,26,13,0,,
"3,425",Dare,11/8/2021,0,0,10,12,35,28,6,3,,
"3,426",Dare,11/1/2021,0,0,6,13,38,37,13,0,,
"3,427",Dare,10/25/2021,0,0,7,15,42,38,16,1,,
"3,428",Dare,10/18/2021,0,0,7,12,58,30,7,4,,
"3,429",Dare,10/11/2021,0,0,13,8,55,30,9,8,,
"3,430",Dare,10/4/2021,0,0,16,23,77,43,10,0,,
"3,431",Dare,9/27/2021,0,0,22,23,68,33,13,4,,
"3,432",Dare,9/20/2021,0,0,21,27,97,37,9,0,,
"3,433",Dare,9/13/2021,0,0,18,39,100,55,26,11,,
"3,434",Dare,9/6/2021,0,0,28,35,85,54,6,1,,
"3,435",Dare,8/30/2021,0,0,29,46,124,75,21,9,,
"3,436",Dare,8/23/2021,0,0,38,22,107,47,23,7,,
"3,437",Dare,8/16/2021,0,0,88,45,105,69,21,10,,1
"3,438",Dare,8/9/2021,0,0,24,22,60,32,11,4,,
"3,439",Dare,8/2/2021,0,0,9,16,40,42,11,6,,
"3,440",Dare,7/26/2021,0,0,18,26,78,40,13,6,,1
"3,441",Dare,7/19/2021,0,0,26,23,24,25,4,2,,
"3,442",Dare,7/12/2021,0,0,20,31,42,26,6,2,,
"3,443",Dare,7/5/2021,0,0,18,23,41,15,12,5,,
"3,444",Dare,6/28/2021,0,0,24,20,42,23,14,4,,0
"3,445",Dare,6/21/2021,0,0,15,33,62,41,16,3,,
"3,446",Dare,6/14/2021,0,0,170,55,87,76,14,5,,
"3,447",Dare,6/7/2021,0,0,57,32,112,68,25,9,,
"3,448",Dare,5/31/2021,0,0,26,24,75,52,18,6,,
"3,449",Dare,5/24/2021,0,0,1,25,92,71,26,7,,
"3,450",Dare,5/17/2021,0,0,0,35,140,102,42,10,,
"3,451",Dare,5/10/2021,0,0,0,47,133,160,67,13,,
"3,452",Dare,5/3/2021,0,0,0,69,273,272,88,19,,
"3,453",Dare,4/26/2021,0,0,0,71,300,326,117,13,,
"3,454",Dare,4/19/2021,0,0,0,192,728,990,244,43,,1
"3,455",Dare,4/12/2021,0,0,0,283,661,903,310,36,,0
"3,456",Dare,4/5/2021,0,0,0,70,597,695,399,116,,
"3,457",Dare,3/29/2021,0,0,0,48,339,376,555,215,,0
"3,458",Dare,3/22/2021,0,0,0,8,74,93,390,176,,0
"3,459",Dare,3/15/2021,0,0,0,2,23,41,208,71,,
"3,460",Dare,3/8/2021,0,0,0,57,562,628,479,147,,0
"3,461",Dare,3/1/2021,0,0,0,3,59,112,415,409,,
"3,462",Dare,2/22/2021,0,0,0,5,40,63,866,679,,
"3,463",Dare,2/15/2021,0,0,0,0,79,97,"1,011","1,079",,
"3,464",Dare,2/8/2021,0,0,0,21,460,428,315,543,,
"3,465",Dare,2/1/2021,0,0,0,6,120,120,46,297,,
"3,466",Dare,1/25/2021,0,0,0,4,90,71,36,19,,
"3,467",Dare,1/18/2021,0,0,0,0,11,18,6,1,,
"3,468",Dare,1/11/2021,0,0,0,2,36,34,8,0,,1
"3,469",Dare,1/4/2021,0,0,0,1,54,44,11,0,,1
"3,470",Dare,12/28/2020,0,0,0,0,0,0,0,0,,
"3,471",Dare,12/21/2020,0,0,0,0,0,0,0,0,,0
"3,472",Dare,12/14/2020,0,0,0,0,0,0,0,0,,0
"3,473",Davidson,4/24/2023,0,0,0,0,0,0,0,0,,
"3,474",Davidson,4/17/2023,1,1,0,3,2,0,0,0,,
"3,475",Davidson,4/10/2023,5,3,1,1,1,2,0,0,,
"3,476",Davidson,4/3/2023,1,1,0,0,8,1,0,0,,
"3,477",Davidson,3/27/2023,0,4,2,3,3,2,0,0,,
"3,478",Davidson,3/20/2023,1,0,2,0,6,1,0,0,,
"3,479",Davidson,3/13/2023,4,0,0,3,3,0,0,0,,
"3,480",Davidson,3/6/2023,0,2,3,2,5,0,0,0,,
"3,481",Davidson,2/27/2023,2,1,1,2,5,0,0,0,,
"3,482",Davidson,2/20/2023,0,0,2,4,4,2,0,0,,
"3,483",Davidson,2/13/2023,1,0,4,2,8,1,0,0,,
"3,484",Davidson,2/6/2023,6,0,0,2,5,0,0,0,,0
"3,485",Davidson,1/30/2023,6,1,0,6,6,2,0,1,,1
"3,486",Davidson,1/23/2023,3,3,1,1,6,1,0,0,,
"3,487",Davidson,1/16/2023,3,0,0,2,5,0,0,0,,
"3,488",Davidson,1/9/2023,4,2,0,3,2,1,0,0,,0
"3,489",Davidson,1/2/2023,4,5,1,2,9,2,0,0,,0
"3,490",Davidson,12/26/2022,0,0,3,8,4,0,0,1,,0
"3,491",Davidson,12/19/2022,2,2,1,0,5,3,0,0,,0
"3,492",Davidson,12/12/2022,2,1,1,5,6,1,2,1,,
"3,493",Davidson,12/5/2022,2,11,4,7,4,4,0,0,,
"3,494",Davidson,11/28/2022,5,7,2,4,4,0,1,0,,
"3,495",Davidson,11/21/2022,3,4,3,1,3,1,0,0,,
"3,496",Davidson,11/14/2022,1,3,3,4,4,1,0,1,,0
"3,497",Davidson,11/7/2022,3,6,4,2,3,2,0,0,,
"3,498",Davidson,10/31/2022,4,8,1,2,12,1,0,0,,
"3,499",Davidson,10/24/2022,9,1,1,3,5,5,1,1,,
"3,500",Davidson,10/17/2022,8,6,2,3,5,2,2,1,,0
"3,501",Davidson,10/10/2022,7,6,9,3,7,3,1,1,,
"3,502",Davidson,10/3/2022,9,8,6,7,4,1,0,0,,
"3,503",Davidson,9/26/2022,5,4,8,6,8,3,0,0,,
"3,504",Davidson,9/19/2022,13,17,4,7,10,1,0,0,,
"3,505",Davidson,9/12/2022,2,16,6,2,8,9,1,1,,
"3,506",Davidson,9/5/2022,3,6,6,5,7,3,1,1,,
"3,507",Davidson,8/29/2022,4,12,5,6,7,2,2,3,,0
"3,508",Davidson,8/22/2022,5,11,7,9,12,5,1,2,,0
"3,509",Davidson,8/15/2022,1,23,3,6,13,4,0,2,,
"3,510",Davidson,8/8/2022,6,11,5,10,15,1,2,0,,
"3,511",Davidson,8/1/2022,1,10,5,6,10,4,3,3,,0
"3,512",Davidson,7/25/2022,4,15,8,11,6,3,0,0,,
"3,513",Davidson,7/18/2022,3,13,4,9,11,6,0,1,,0
"3,514",Davidson,7/11/2022,0,5,3,9,14,7,5,0,,
"3,515",Davidson,7/4/2022,0,9,11,10,13,6,1,2,,
"3,516",Davidson,6/27/2022,0,8,12,6,11,4,3,0,,
"3,517",Davidson,6/20/2022,0,7,7,9,7,4,1,3,,
"3,518",Davidson,6/13/2022,0,7,8,8,12,8,2,2,,
"3,519",Davidson,6/6/2022,0,7,4,11,16,6,2,1,,
"3,520",Davidson,5/30/2022,0,9,5,8,13,6,0,4,,
"3,521",Davidson,5/23/2022,0,3,8,11,9,6,5,1,,
"3,522",Davidson,5/16/2022,0,4,5,12,11,5,1,2,,
"3,523",Davidson,5/9/2022,0,9,7,9,13,3,2,2,,
"3,524",Davidson,5/2/2022,0,2,9,5,12,4,1,1,,
"3,525",Davidson,4/25/2022,0,5,3,3,18,6,4,0,,
"3,526",Davidson,4/18/2022,0,11,5,10,24,7,6,3,,
"3,527",Davidson,4/11/2022,0,16,7,6,21,1,3,3,,
"3,528",Davidson,4/4/2022,0,9,14,12,28,8,10,1,,
"3,529",Davidson,3/28/2022,0,17,13,21,28,15,4,2,,
"3,530",Davidson,3/21/2022,0,18,24,14,29,3,2,4,,
"3,531",Davidson,3/14/2022,0,23,16,16,38,20,8,3,,
"3,532",Davidson,3/7/2022,0,28,22,11,42,16,5,2,,0
"3,533",Davidson,2/28/2022,0,33,17,28,65,20,6,2,,
"3,534",Davidson,2/21/2022,0,44,23,32,58,43,9,4,,
"3,535",Davidson,2/14/2022,0,57,41,30,85,49,4,4,,
"3,536",Davidson,2/7/2022,0,42,32,25,70,42,15,8,,0
"3,537",Davidson,1/31/2022,0,72,50,33,108,57,14,6,,
"3,538",Davidson,1/24/2022,0,100,49,43,106,61,14,9,,0
"3,539",Davidson,1/17/2022,0,65,43,31,75,29,10,4,,
"3,540",Davidson,1/10/2022,0,69,42,39,82,60,15,10,,
"3,541",Davidson,1/3/2022,0,66,56,44,129,84,13,10,,0
"3,542",Davidson,12/27/2021,0,86,52,39,127,75,16,8,,0
"3,543",Davidson,12/20/2021,0,55,33,30,110,53,34,9,,0
"3,544",Davidson,12/13/2021,0,85,50,37,155,82,12,9,,
"3,545",Davidson,12/6/2021,0,143,72,38,188,88,20,10,,0
"3,546",Davidson,11/29/2021,0,277,134,47,196,84,26,12,,
"3,547",Davidson,11/22/2021,0,38,36,20,124,64,16,15,,0
"3,548",Davidson,11/15/2021,0,0,25,57,210,83,33,18,,1
"3,549",Davidson,11/8/2021,0,0,38,47,161,101,30,20,,
"3,550",Davidson,11/1/2021,0,0,41,42,186,115,52,27,,0
"3,551",Davidson,10/25/2021,0,0,46,62,277,191,56,23,,1
"3,552",Davidson,10/18/2021,0,0,45,61,304,162,49,29,,0
"3,553",Davidson,10/11/2021,0,0,72,93,321,216,51,30,,
"3,554",Davidson,10/4/2021,0,0,76,95,445,274,72,33,,
"3,555",Davidson,9/27/2021,0,0,112,122,456,328,116,53,,0
"3,556",Davidson,9/20/2021,0,0,118,133,509,359,84,36,,0
"3,557",Davidson,9/13/2021,0,0,130,172,562,356,92,58,,0
"3,558",Davidson,9/6/2021,0,0,121,146,510,332,104,49,,0
"3,559",Davidson,8/30/2021,0,0,185,172,480,329,117,72,,
"3,560",Davidson,8/23/2021,0,0,158,161,469,377,145,69,,
"3,561",Davidson,8/16/2021,0,0,124,124,386,317,124,58,,
"3,562",Davidson,8/9/2021,0,0,119,116,256,205,81,40,,0
"3,563",Davidson,8/2/2021,0,0,83,86,165,150,56,37,,
"3,564",Davidson,7/26/2021,0,0,62,68,183,163,43,41,,
"3,565",Davidson,7/19/2021,0,0,67,69,162,140,47,37,,3
"3,566",Davidson,7/12/2021,0,0,79,92,174,157,75,32,,
"3,567",Davidson,7/5/2021,0,0,86,80,175,165,62,35,,
"3,568",Davidson,6/28/2021,0,0,87,64,216,186,81,32,,
"3,569",Davidson,6/21/2021,0,0,99,110,276,217,67,36,,0
"3,570",Davidson,6/14/2021,0,0,107,145,373,306,114,80,,
"3,571",Davidson,6/7/2021,0,0,307,173,416,389,147,92,,
"3,572",Davidson,5/31/2021,0,0,172,149,333,341,153,80,,
"3,573",Davidson,5/24/2021,0,0,2,147,463,479,175,91,,
"3,574",Davidson,5/17/2021,0,0,1,195,492,573,250,120,,1
"3,575",Davidson,5/10/2021,0,0,2,226,691,759,319,176,,0
"3,576",Davidson,5/3/2021,0,0,0,227,715,920,358,151,,
"3,577",Davidson,4/26/2021,0,0,0,265,910,"1,182",465,217,,
"3,578",Davidson,4/19/2021,0,0,0,273,"1,000","1,478",518,230,,
"3,579",Davidson,4/12/2021,0,0,0,290,"1,155","1,747",709,272,,1
"3,580",Davidson,4/5/2021,0,0,0,382,"1,751","2,535","1,193",529,,1
"3,581",Davidson,3/29/2021,0,0,0,146,899,"1,205",838,446,,
"3,582",Davidson,3/22/2021,0,0,0,74,630,930,903,602,,1
"3,583",Davidson,3/15/2021,0,0,0,28,718,721,854,585,,0
"3,584",Davidson,3/8/2021,0,0,0,37,388,441,"1,055",767,,1
"3,585",Davidson,3/1/2021,0,0,0,20,167,186,899,620,,1
"3,586",Davidson,2/22/2021,0,0,0,13,154,188,"1,044",866,,0
"3,587",Davidson,2/15/2021,0,0,0,12,123,126,"1,191",720,,
"3,588",Davidson,2/8/2021,0,0,0,19,242,243,576,"1,544",,0
"3,589",Davidson,2/1/2021,0,0,0,36,331,355,206,"1,702",,1
"3,590",Davidson,1/25/2021,0,0,0,21,340,287,120,"1,287",,0
"3,591",Davidson,1/18/2021,0,0,0,11,373,380,127,80,,
"3,592",Davidson,1/11/2021,0,0,0,8,208,156,39,3,,
"3,593",Davidson,1/4/2021,0,0,0,1,46,37,13,1,,0
"3,594",Davidson,12/28/2020,0,0,0,0,0,0,0,0,,0
"3,595",Davidson,12/21/2020,0,0,0,0,0,0,0,0,,
"3,596",Davidson,12/14/2020,0,0,0,0,0,0,0,0,,
"3,597",Davie,4/24/2023,0,0,0,0,0,0,0,0,,
"3,598",Davie,4/17/2023,0,0,0,0,0,0,0,0,1,
"3,599",Davie,4/10/2023,0,0,0,0,1,2,0,0,,
"3,600",Davie,4/3/2023,0,0,0,0,0,0,0,0,,
"3,601",Davie,3/27/2023,0,0,0,0,0,0,0,0,2,
"3,602",Davie,3/20/2023,0,0,0,0,0,0,0,0,2,
"3,603",Davie,3/13/2023,0,0,0,0,0,0,0,0,2,
"3,604",Davie,3/6/2023,1,0,0,1,1,1,0,1,,
"3,605",Davie,2/27/2023,1,0,1,0,1,0,0,0,,
"3,606",Davie,2/20/2023,0,0,1,1,1,0,0,0,,
"3,607",Davie,2/13/2023,0,0,0,0,0,0,0,0,,
"3,608",Davie,2/6/2023,0,0,0,1,2,0,0,0,,
"3,609",Davie,1/30/2023,1,0,0,1,0,1,0,0,,
"3,610",Davie,1/23/2023,0,0,0,0,1,3,0,0,,
"3,611",Davie,1/16/2023,0,0,0,0,0,0,0,0,2,
"3,612",Davie,1/9/2023,0,0,0,0,0,0,0,0,1,
"3,613",Davie,1/2/2023,0,0,0,0,0,0,0,0,2,
"3,614",Davie,12/26/2022,5,1,0,0,2,0,0,0,,
"3,615",Davie,12/19/2022,0,0,0,0,0,0,0,0,,
"3,616",Davie,12/12/2022,1,1,1,1,1,1,0,0,,
"3,617",Davie,12/5/2022,2,1,3,0,5,0,0,0,,
"3,618",Davie,11/28/2022,0,1,0,1,4,0,0,1,,
"3,619",Davie,11/21/2022,2,1,0,0,0,0,0,0,,
"3,620",Davie,11/14/2022,2,2,1,0,3,0,0,0,,
"3,621",Davie,11/7/2022,0,4,2,1,1,1,0,0,,0
"3,622",Davie,10/31/2022,4,0,1,0,2,1,0,0,,
"3,623",Davie,10/24/2022,3,1,0,0,0,2,0,0,,
"3,624",Davie,10/17/2022,3,0,1,0,0,0,0,0,,
"3,625",Davie,10/10/2022,3,3,0,0,6,0,0,0,,
"3,626",Davie,10/3/2022,0,1,0,1,1,1,0,0,,
"3,627",Davie,9/26/2022,4,1,0,0,2,1,0,0,,
"3,628",Davie,9/19/2022,0,1,1,2,0,0,0,0,,
"3,629",Davie,9/12/2022,5,1,0,1,2,0,0,0,,
