Index,County,Week Of,0-17,0-17,0-17,18-24,25-49,50-64,65-74,75+,Suppressed,Missing
"3,630",Davie,9/5/2022,1,2,0,2,1,0,0,0,,
"3,631",Davie,8/29/2022,3,1,1,2,2,0,0,0,,
"3,632",Davie,8/22/2022,1,4,2,2,0,1,1,1,,
"3,633",Davie,8/15/2022,3,3,1,1,3,1,0,0,,
"3,634",Davie,8/8/2022,2,4,1,2,2,1,0,1,,
"3,635",Davie,8/1/2022,5,3,1,2,4,1,0,2,,
"3,636",Davie,7/25/2022,7,7,1,1,5,1,0,0,,
"3,637",Davie,7/18/2022,2,4,0,2,2,1,0,0,,0
"3,638",Davie,7/11/2022,0,4,0,0,3,1,1,0,,
"3,639",Davie,7/4/2022,0,1,0,2,0,2,0,0,,
"3,640",Davie,6/27/2022,0,4,5,0,3,1,2,0,,
"3,641",Davie,6/20/2022,0,2,3,1,2,1,1,0,,
"3,642",Davie,6/13/2022,0,0,0,5,2,1,0,1,,
"3,643",Davie,6/6/2022,0,2,2,7,3,0,0,0,,
"3,644",Davie,5/30/2022,0,0,3,2,4,0,1,1,,
"3,645",Davie,5/23/2022,0,2,1,4,1,4,2,0,,
"3,646",Davie,5/16/2022,0,3,0,2,4,1,3,0,,
"3,647",Davie,5/9/2022,0,1,3,6,4,5,2,1,,
"3,648",Davie,5/2/2022,0,1,2,2,3,0,0,0,,
"3,649",Davie,4/25/2022,0,1,1,1,4,2,2,1,,
"3,650",Davie,4/18/2022,0,4,1,2,2,2,0,0,,
"3,651",Davie,4/11/2022,0,3,2,0,4,1,0,0,,
"3,652",Davie,4/4/2022,0,2,5,4,4,6,0,0,,
"3,653",Davie,3/28/2022,0,2,1,6,7,4,2,0,,
"3,654",Davie,3/21/2022,0,8,6,4,8,4,1,1,,
"3,655",Davie,3/14/2022,0,7,3,2,9,0,2,0,,
"3,656",Davie,3/7/2022,0,10,2,6,14,6,3,3,,
"3,657",Davie,2/28/2022,0,11,6,6,10,10,2,2,,0
"3,658",Davie,2/21/2022,0,10,5,4,14,7,2,0,,
"3,659",Davie,2/14/2022,0,16,6,3,15,8,2,1,,
"3,660",Davie,2/7/2022,0,16,10,5,15,8,3,3,,
"3,661",Davie,1/31/2022,0,16,16,9,27,10,3,2,,
"3,662",Davie,1/24/2022,0,25,13,8,15,22,3,3,,
"3,663",Davie,1/17/2022,0,25,12,7,22,9,6,0,,
"3,664",Davie,1/10/2022,0,23,14,6,19,16,8,1,,
"3,665",Davie,1/3/2022,0,40,32,16,28,16,3,1,,
"3,666",Davie,12/27/2021,0,32,33,6,27,15,12,0,,
"3,667",Davie,12/20/2021,0,25,15,6,26,15,7,8,,
"3,668",Davie,12/13/2021,0,36,21,9,21,29,10,7,,
"3,669",Davie,12/6/2021,0,70,44,5,30,22,9,2,,
"3,670",Davie,11/29/2021,0,100,50,9,49,18,10,8,,2
"3,671",Davie,11/22/2021,0,44,24,12,25,21,5,2,,1
"3,672",Davie,11/15/2021,0,0,7,11,51,33,11,11,,
"3,673",Davie,11/8/2021,0,0,6,10,33,33,13,6,,0
"3,674",Davie,11/1/2021,0,0,13,19,42,46,19,6,,
"3,675",Davie,10/25/2021,0,0,10,16,63,47,17,12,,
"3,676",Davie,10/18/2021,0,0,18,16,72,48,7,3,,
"3,677",Davie,10/11/2021,0,0,12,19,70,33,9,4,,
"3,678",Davie,10/4/2021,0,0,18,29,92,64,22,9,,
"3,679",Davie,9/27/2021,0,0,21,17,93,72,17,14,,
"3,680",Davie,9/20/2021,0,0,36,33,135,93,29,16,,
"3,681",Davie,9/13/2021,0,0,33,25,134,61,15,10,,
"3,682",Davie,9/6/2021,0,0,61,34,143,73,16,15,,
"3,683",Davie,8/30/2021,0,0,38,47,113,92,30,9,,
"3,684",Davie,8/23/2021,0,0,37,47,122,100,37,22,,
"3,685",Davie,8/16/2021,0,0,63,34,118,94,37,22,,
"3,686",Davie,8/9/2021,0,0,32,26,81,58,22,13,,
"3,687",Davie,8/2/2021,0,0,25,26,41,42,21,5,,
"3,688",Davie,7/26/2021,0,0,24,27,46,34,4,8,,
"3,689",Davie,7/19/2021,0,0,33,21,41,44,15,5,,
"3,690",Davie,7/12/2021,0,0,33,26,46,23,13,10,,
"3,691",Davie,7/5/2021,0,0,29,16,33,35,15,2,,
"3,692",Davie,6/28/2021,0,0,43,32,60,53,18,6,,0
"3,693",Davie,6/21/2021,0,0,29,26,66,53,22,8,,
"3,694",Davie,6/14/2021,0,0,51,29,100,85,23,16,,
"3,695",Davie,6/7/2021,0,0,114,55,127,97,33,21,,
"3,696",Davie,5/31/2021,0,0,99,39,65,64,30,19,,
"3,697",Davie,5/24/2021,0,0,0,38,91,88,29,16,,
"3,698",Davie,5/17/2021,0,0,2,95,150,144,55,51,,
"3,699",Davie,5/10/2021,0,0,0,111,189,193,78,41,,1
"3,700",Davie,5/3/2021,0,0,0,71,189,210,60,28,,1
"3,701",Davie,4/26/2021,0,0,0,141,280,345,106,52,,
"3,702",Davie,4/19/2021,0,0,0,61,249,408,142,59,,2
"3,703",Davie,4/12/2021,0,0,0,126,363,512,206,101,,0
"3,704",Davie,4/5/2021,0,0,0,102,418,636,256,126,,
"3,705",Davie,3/29/2021,0,0,0,45,169,210,177,95,,1
"3,706",Davie,3/22/2021,0,0,0,33,286,389,337,178,,1
"3,707",Davie,3/15/2021,0,0,0,9,60,83,92,70,,0
"3,708",Davie,3/8/2021,0,0,0,16,122,167,343,228,,
"3,709",Davie,3/1/2021,0,0,0,24,249,376,482,374,,3
"3,710",Davie,2/22/2021,0,0,0,5,68,81,274,181,,0
"3,711",Davie,2/15/2021,0,0,0,2,170,186,569,341,,
"3,712",Davie,2/8/2021,0,0,0,8,120,125,213,580,,
"3,713",Davie,2/1/2021,0,0,0,9,86,85,83,643,,
"3,714",Davie,1/25/2021,0,0,0,15,142,213,281,554,,
"3,715",Davie,1/18/2021,0,0,0,8,130,119,72,61,,
"3,716",Davie,1/11/2021,0,0,0,4,91,94,23,3,,
"3,717",Davie,1/4/2021,0,0,0,0,36,21,9,2,,
"3,718",Davie,12/28/2020,0,0,0,0,0,0,0,0,,
"3,719",Davie,12/21/2020,0,0,0,0,0,0,0,0,,
"3,720",Davie,12/14/2020,0,0,0,0,0,0,0,0,,
"3,721",Duplin,4/24/2023,0,0,0,0,0,0,0,0,,
"3,722",Duplin,4/17/2023,0,0,0,0,0,0,0,0,,
"3,723",Duplin,4/10/2023,0,0,3,0,0,0,0,0,,
"3,724",Duplin,4/3/2023,0,0,0,0,0,0,0,0,,
"3,725",Duplin,3/27/2023,0,0,0,0,0,0,0,0,2,
"3,726",Duplin,3/20/2023,0,0,2,0,4,0,0,0,,
"3,727",Duplin,3/13/2023,0,0,0,0,0,0,0,0,,
"3,728",Duplin,3/6/2023,0,0,0,0,0,0,0,0,2,
"3,729",Duplin,2/27/2023,1,1,0,2,1,1,0,0,,
"3,730",Duplin,2/20/2023,1,0,1,1,1,1,0,0,,
"3,731",Duplin,2/13/2023,0,0,0,4,1,0,0,0,,
"3,732",Duplin,2/6/2023,0,1,0,1,1,0,1,0,,
"3,733",Duplin,1/30/2023,0,0,0,0,0,0,0,0,2,
"3,734",Duplin,1/23/2023,0,0,0,0,0,0,0,0,1,
"3,735",Duplin,1/16/2023,0,0,2,1,3,0,0,0,,
"3,736",Duplin,1/9/2023,0,0,0,0,0,0,0,0,1,
"3,737",Duplin,1/2/2023,0,0,1,0,1,1,0,1,,
"3,738",Duplin,12/26/2022,0,0,0,4,3,0,0,0,,
"3,739",Duplin,12/19/2022,0,0,0,0,0,0,0,0,2,
"3,740",Duplin,12/12/2022,0,0,0,0,0,0,0,0,2,
"3,741",Duplin,12/5/2022,0,2,4,0,1,0,0,0,,
"3,742",Duplin,11/28/2022,0,0,0,2,3,0,1,0,,
"3,743",Duplin,11/21/2022,0,0,0,1,2,0,0,0,,
"3,744",Duplin,11/14/2022,0,7,4,3,0,0,0,0,,0
"3,745",Duplin,11/7/2022,1,1,1,1,1,2,1,0,,0
"3,746",Duplin,10/31/2022,0,0,0,0,3,0,0,0,,0
"3,747",Duplin,10/24/2022,0,3,0,4,3,2,0,0,,0
"3,748",Duplin,10/17/2022,0,0,1,3,6,2,0,0,,0
"3,749",Duplin,10/10/2022,0,0,0,0,5,0,0,0,,0
"3,750",Duplin,10/3/2022,0,2,0,2,0,1,0,1,,
"3,751",Duplin,9/26/2022,1,0,0,1,6,1,0,0,,
"3,752",Duplin,9/19/2022,0,0,0,2,4,1,0,0,,
"3,753",Duplin,9/12/2022,0,9,0,2,2,2,0,0,,
"3,754",Duplin,9/5/2022,0,0,0,1,2,1,0,0,,
"3,755",Duplin,8/29/2022,1,0,1,3,10,0,0,0,,
"3,756",Duplin,8/22/2022,1,12,8,3,3,2,1,0,,0
"3,757",Duplin,8/15/2022,0,3,0,0,2,2,0,0,,
"3,758",Duplin,8/8/2022,0,2,0,1,5,1,0,0,,0
"3,759",Duplin,8/1/2022,0,2,6,4,2,4,0,1,,
"3,760",Duplin,7/25/2022,0,3,0,3,3,0,0,1,,
"3,761",Duplin,7/18/2022,0,3,1,6,6,1,0,0,,
"3,762",Duplin,7/11/2022,0,1,0,2,6,0,0,1,,
"3,763",Duplin,7/4/2022,0,0,2,3,3,2,1,1,,
"3,764",Duplin,6/27/2022,0,0,0,0,2,3,1,0,,
"3,765",Duplin,6/20/2022,0,6,4,7,3,1,0,0,,
"3,766",Duplin,6/13/2022,0,0,1,5,4,1,0,0,,
"3,767",Duplin,6/6/2022,0,1,2,3,4,1,1,0,,
"3,768",Duplin,5/30/2022,0,4,2,2,7,0,2,0,,
"3,769",Duplin,5/23/2022,0,0,2,3,10,2,4,0,,0
"3,770",Duplin,5/16/2022,0,0,0,6,4,2,2,0,,
"3,771",Duplin,5/9/2022,0,8,5,3,5,4,1,0,,
"3,772",Duplin,5/2/2022,0,0,2,3,5,4,3,1,,
"3,773",Duplin,4/25/2022,0,1,3,4,10,2,0,0,,
"3,774",Duplin,4/18/2022,0,7,5,8,7,1,0,0,,2
"3,775",Duplin,4/11/2022,0,1,1,3,6,2,1,0,,
"3,776",Duplin,4/4/2022,0,0,8,4,0,7,1,1,,
"3,777",Duplin,3/28/2022,0,9,2,2,7,3,3,3,,0
"3,778",Duplin,3/21/2022,0,3,1,5,13,1,1,0,,1
"3,779",Duplin,3/14/2022,0,2,4,5,7,10,1,0,,
"3,780",Duplin,3/7/2022,0,12,13,9,11,8,0,1,,
"3,781",Duplin,2/28/2022,0,9,4,6,17,9,2,0,,
"3,782",Duplin,2/21/2022,0,12,9,14,19,8,1,0,,
"3,783",Duplin,2/14/2022,0,56,30,13,26,8,6,3,,
"3,784",Duplin,2/7/2022,0,7,8,8,21,8,2,2,,
"3,785",Duplin,1/31/2022,0,15,9,16,30,17,3,1,,0
"3,786",Duplin,1/24/2022,0,49,37,14,37,16,3,4,,
"3,787",Duplin,1/17/2022,0,41,40,16,36,13,3,2,,
"3,788",Duplin,1/10/2022,0,8,7,13,43,21,3,3,,
"3,789",Duplin,1/3/2022,0,21,16,20,82,25,14,4,,0
"3,790",Duplin,12/27/2021,0,81,34,19,56,23,4,2,,
"3,791",Duplin,12/20/2021,0,7,5,16,32,19,4,2,,0
"3,792",Duplin,12/13/2021,0,51,25,16,60,21,11,2,,
"3,793",Duplin,12/6/2021,0,49,38,22,72,27,6,0,,1
"3,794",Duplin,11/29/2021,0,70,28,14,60,30,12,7,,2
"3,795",Duplin,11/22/2021,0,6,11,10,37,26,4,4,,1
"3,796",Duplin,11/15/2021,0,0,20,15,63,32,12,3,,
"3,797",Duplin,11/8/2021,0,0,7,17,71,36,14,3,,1
"3,798",Duplin,11/1/2021,0,0,11,17,53,30,21,5,,0
"3,799",Duplin,10/25/2021,0,0,37,28,103,42,19,10,,
"3,800",Duplin,10/18/2021,0,0,10,16,73,30,9,6,,
"3,801",Duplin,10/11/2021,0,0,12,26,97,59,20,6,,
"3,802",Duplin,10/4/2021,0,0,58,43,142,63,29,14,,1
"3,803",Duplin,9/27/2021,0,0,21,47,186,111,44,27,,
"3,804",Duplin,9/20/2021,0,0,38,50,272,117,36,11,,
"3,805",Duplin,9/13/2021,0,0,70,61,189,104,38,13,,
"3,806",Duplin,9/6/2021,0,0,73,78,221,116,47,14,,0
"3,807",Duplin,8/30/2021,0,0,59,75,154,117,36,27,,1
"3,808",Duplin,8/23/2021,0,0,92,88,229,156,42,16,,
"3,809",Duplin,8/16/2021,0,0,44,45,140,76,40,21,,
"3,810",Duplin,8/9/2021,0,0,22,39,87,47,17,5,,
"3,811",Duplin,8/2/2021,0,0,57,46,91,39,23,10,,0
"3,812",Duplin,7/26/2021,0,0,10,30,57,44,23,7,,0
"3,813",Duplin,7/19/2021,0,0,27,32,82,53,10,3,,
"3,814",Duplin,7/12/2021,0,0,117,54,106,72,30,12,,1
"3,815",Duplin,7/5/2021,0,0,24,34,108,62,19,12,,
"3,816",Duplin,6/28/2021,0,0,23,23,50,48,20,8,,
"3,817",Duplin,6/21/2021,0,0,15,33,108,71,31,12,,0
"3,818",Duplin,6/14/2021,0,0,26,44,90,100,35,17,,
"3,819",Duplin,6/7/2021,0,0,29,51,125,118,38,17,,1
"3,820",Duplin,5/31/2021,0,0,15,39,101,94,41,26,,1
"3,821",Duplin,5/24/2021,0,0,1,31,133,116,59,17,,
"3,822",Duplin,5/17/2021,0,0,1,48,111,124,51,23,,
"3,823",Duplin,5/10/2021,0,0,0,73,238,175,67,23,,
"3,824",Duplin,5/3/2021,0,0,0,68,211,227,84,44,,
"3,825",Duplin,4/26/2021,0,0,0,75,319,291,126,48,,0
"3,826",Duplin,4/19/2021,0,0,0,73,478,533,221,69,,
"3,827",Duplin,4/12/2021,0,0,0,56,384,496,152,52,,3
"3,828",Duplin,4/5/2021,0,0,0,68,480,496,167,86,,
"3,829",Duplin,3/29/2021,0,0,0,56,418,517,247,109,,
"3,830",Duplin,3/22/2021,0,0,0,27,361,574,413,240,,
"3,831",Duplin,3/15/2021,0,0,0,8,49,66,109,67,,0
"3,832",Duplin,3/8/2021,0,0,0,9,124,151,610,430,,
"3,833",Duplin,3/1/2021,0,0,0,5,53,59,498,321,,0
"3,834",Duplin,2/22/2021,0,0,0,0,35,64,358,403,,
"3,835",Duplin,2/15/2021,0,0,0,4,41,37,164,220,,
"3,836",Duplin,2/8/2021,0,0,0,4,69,95,196,976,,
"3,837",Duplin,2/1/2021,0,0,0,4,73,80,44,157,,
"3,838",Duplin,1/25/2021,0,0,0,6,76,89,40,40,,
"3,839",Duplin,1/18/2021,0,0,0,1,36,20,12,2,,
"3,840",Duplin,1/11/2021,0,0,0,0,19,19,5,1,,
"3,841",Duplin,1/4/2021,0,0,0,2,18,13,6,0,,
"3,842",Duplin,12/28/2020,0,0,0,0,0,0,0,0,,
"3,843",Duplin,12/21/2020,0,0,0,0,0,0,0,0,,
"3,844",Duplin,12/14/2020,0,0,0,0,0,0,0,0,,
"3,845",Durham,4/24/2023,7,0,0,0,0,0,0,0,,
"3,846",Durham,4/17/2023,25,1,0,2,4,0,0,0,,
"3,847",Durham,4/10/2023,38,10,0,4,4,0,0,0,,0
"3,848",Durham,4/3/2023,29,12,1,4,4,0,1,0,,
"3,849",Durham,3/27/2023,26,10,1,5,10,0,0,0,,
"3,850",Durham,3/20/2023,17,7,4,2,7,0,0,0,,0
"3,851",Durham,3/13/2023,17,14,4,1,10,2,1,0,,
"3,852",Durham,3/6/2023,37,9,3,3,5,6,0,0,,3
"3,853",Durham,2/27/2023,44,12,2,6,8,2,0,1,,1
"3,854",Durham,2/20/2023,42,9,9,2,10,1,0,0,,1
"3,855",Durham,2/13/2023,34,15,1,5,12,2,0,0,,3
"3,856",Durham,2/6/2023,40,13,7,8,10,4,0,0,,0
"3,857",Durham,1/30/2023,46,15,3,7,13,1,0,0,,1
"3,858",Durham,1/23/2023,47,20,6,4,18,5,0,1,,2
"3,859",Durham,1/16/2023,42,13,4,7,13,1,1,0,,0
"3,860",Durham,1/9/2023,50,19,5,7,8,4,1,0,,10
"3,861",Durham,1/2/2023,21,12,7,4,22,4,0,0,,16
"3,862",Durham,12/26/2022,19,16,0,2,8,2,0,1,,4
"3,863",Durham,12/19/2022,34,20,6,2,4,1,0,0,,1
"3,864",Durham,12/12/2022,52,21,5,2,9,6,0,0,,0
"3,865",Durham,12/5/2022,69,19,6,4,23,1,2,0,,0
"3,866",Durham,11/28/2022,65,23,4,2,16,4,1,0,,0
"3,867",Durham,11/21/2022,45,9,3,5,7,2,2,0,,0
"3,868",Durham,11/14/2022,89,29,8,8,19,4,1,0,,0
"3,869",Durham,11/7/2022,94,28,4,13,14,8,0,0,,0
"3,870",Durham,10/31/2022,96,26,5,14,16,5,2,0,,0
"3,871",Durham,10/24/2022,95,28,8,6,21,3,0,0,,0
"3,872",Durham,10/17/2022,85,29,6,4,19,5,1,1,,0
"3,873",Durham,10/10/2022,125,29,7,9,10,1,0,2,,1
"3,874",Durham,10/3/2022,130,43,4,13,14,10,1,2,,0
"3,875",Durham,9/26/2022,115,39,9,13,17,8,1,0,,1
"3,876",Durham,9/19/2022,186,73,10,5,24,5,2,1,,0
"3,877",Durham,9/12/2022,193,64,12,22,22,3,0,1,,0
"3,878",Durham,9/5/2022,104,65,9,9,27,4,1,1,,1
"3,879",Durham,8/29/2022,93,78,9,14,25,10,2,1,,1
"3,880",Durham,8/22/2022,127,85,21,5,35,6,5,0,,
"3,881",Durham,8/15/2022,113,97,17,17,31,12,0,2,,1
"3,882",Durham,8/8/2022,160,98,9,18,18,12,6,1,,
"3,883",Durham,8/1/2022,180,96,16,18,26,17,2,1,,0
"3,884",Durham,7/25/2022,299,146,12,23,28,13,4,2,,2
"3,885",Durham,7/18/2022,381,185,15,17,36,10,5,1,,1
"3,886",Durham,7/11/2022,0,57,17,15,29,8,3,4,,0
"3,887",Durham,7/4/2022,0,58,14,13,26,8,3,0,,0
"3,888",Durham,6/27/2022,0,42,14,17,36,17,4,2,,0
"3,889",Durham,6/20/2022,0,36,16,19,33,9,3,3,,1
"3,890",Durham,6/13/2022,0,41,15,18,38,11,1,3,,0
"3,891",Durham,6/6/2022,0,39,17,16,43,14,8,4,,
"3,892",Durham,5/30/2022,0,35,19,15,42,11,3,1,,1
"3,893",Durham,5/23/2022,0,47,12,12,42,12,6,5,,0
"3,894",Durham,5/16/2022,0,45,15,20,33,12,7,7,,0
"3,895",Durham,5/9/2022,0,52,17,22,49,12,4,8,,
"3,896",Durham,5/2/2022,0,41,12,28,40,9,8,7,,
"3,897",Durham,4/25/2022,0,45,29,16,56,8,11,3,,0
"3,898",Durham,4/18/2022,0,47,26,23,69,13,10,12,,
"3,899",Durham,4/11/2022,0,73,25,26,60,21,12,14,,0
"3,900",Durham,4/4/2022,0,22,20,23,59,12,7,6,,0
"3,901",Durham,3/28/2022,0,81,36,25,70,28,8,7,,0
"3,902",Durham,3/21/2022,0,73,39,29,64,18,1,0,,
"3,903",Durham,3/14/2022,0,88,48,30,72,16,4,2,,0
"3,904",Durham,3/7/2022,0,109,53,40,96,28,5,3,,
"3,905",Durham,2/28/2022,0,134,77,47,137,22,9,6,,0
"3,906",Durham,2/21/2022,0,170,82,45,157,45,7,6,,0
"3,907",Durham,2/14/2022,0,172,80,59,195,42,12,3,,0
"3,908",Durham,2/7/2022,0,219,148,83,209,37,12,5,,0
"3,909",Durham,1/31/2022,0,358,184,99,247,68,18,5,,0
"3,910",Durham,1/24/2022,0,401,200,98,257,53,14,9,,1
"3,911",Durham,1/17/2022,0,278,118,60,167,51,12,2,,0
"3,912",Durham,1/10/2022,0,308,120,62,171,51,9,4,,2
"3,913",Durham,1/3/2022,0,426,214,102,246,66,21,6,,2
"3,914",Durham,12/27/2021,0,340,147,78,215,70,24,9,,0
"3,915",Durham,12/20/2021,0,320,136,68,176,56,20,2,,0
"3,916",Durham,12/13/2021,0,434,182,97,245,82,16,11,,1
"3,917",Durham,12/6/2021,0,"1,075",369,95,344,95,20,10,,1
"3,918",Durham,11/29/2021,0,"3,063",950,115,393,108,44,18,,1
"3,919",Durham,11/22/2021,0,895,278,81,295,86,23,6,,3
"3,920",Durham,11/15/2021,0,0,87,112,382,135,36,13,,2
"3,921",Durham,11/8/2021,0,0,70,98,378,153,27,14,,3
"3,922",Durham,11/1/2021,0,0,85,133,490,159,27,19,,0
"3,923",Durham,10/25/2021,0,0,73,120,489,185,49,19,,
"3,924",Durham,10/18/2021,0,0,88,94,502,158,39,13,,1
"3,925",Durham,10/11/2021,0,0,108,175,555,161,44,11,,
"3,926",Durham,10/4/2021,0,0,189,181,612,194,48,32,,
"3,927",Durham,9/27/2021,0,0,138,204,696,208,63,25,,1
"3,928",Durham,9/20/2021,0,0,229,270,"1,007",276,58,29,,1
"3,929",Durham,9/13/2021,0,0,255,299,"1,041",274,53,25,,2
"3,930",Durham,9/6/2021,0,0,359,316,"1,194",318,82,33,,3
"3,931",Durham,8/30/2021,0,0,323,319,"1,179",400,96,50,,2
"3,932",Durham,8/23/2021,0,0,318,288,"1,141",436,120,79,,1
"3,933",Durham,8/16/2021,0,0,299,275,991,442,138,81,,1
"3,934",Durham,8/9/2021,0,0,305,228,822,370,85,51,,3
"3,935",Durham,8/2/2021,0,0,199,171,525,239,68,34,,1
"3,936",Durham,7/26/2021,0,0,217,195,586,235,75,28,,5
"3,937",Durham,7/19/2021,0,0,197,199,591,250,69,24,,2
"3,938",Durham,7/12/2021,0,0,238,192,587,270,87,55,,1
"3,939",Durham,7/5/2021,0,0,266,172,625,274,74,29,,0
"3,940",Durham,6/28/2021,0,0,389,257,740,297,88,33,,2
"3,941",Durham,6/21/2021,0,0,364,247,816,379,100,32,,0
"3,942",Durham,6/14/2021,0,0,537,339,"1,133",485,131,64,,6
"3,943",Durham,6/7/2021,0,0,"1,751",564,"1,514",605,142,82,,2
"3,944",Durham,5/31/2021,0,0,"2,000",410,"1,216",525,133,63,,1
"3,945",Durham,5/24/2021,0,0,13,418,"1,489",683,180,85,,2
"3,946",Durham,5/17/2021,0,0,18,610,"2,461","1,179",290,117,,1
"3,947",Durham,5/10/2021,0,0,3,977,"3,518","1,525",389,135,,4
"3,948",Durham,5/3/2021,0,0,0,"1,307","4,304","1,929",423,141,,3
"3,949",Durham,4/26/2021,0,0,0,"1,182","5,420","2,651",634,169,,2
"3,950",Durham,4/19/2021,0,0,0,"1,220","6,431","3,351",770,174,,3
"3,951",Durham,4/12/2021,0,0,0,"1,753","7,995","4,292","1,066",234,,0
"3,952",Durham,4/5/2021,0,0,0,"2,067","10,971","5,228","1,473",363,,5
"3,953",Durham,3/29/2021,0,0,0,"1,163","6,291","2,816",923,349,,5
"3,954",Durham,3/22/2021,0,0,0,371,"4,386","2,603","1,392",645,,1
"3,955",Durham,3/15/2021,0,0,0,204,"2,236","1,345","1,667",790,,1
"3,956",Durham,3/8/2021,0,0,0,334,"3,520","1,902","3,152","1,553",,
"3,957",Durham,3/1/2021,0,0,0,83,"1,441",799,"1,998","1,261",,1
"3,958",Durham,2/22/2021,0,0,0,51,972,579,"2,598","1,917",,
"3,959",Durham,2/15/2021,0,0,0,62,"1,425",683,"2,650","3,047",,1
"3,960",Durham,2/8/2021,0,0,0,67,"1,682",830,"2,204","3,475",,0
"3,961",Durham,2/1/2021,0,0,0,52,"1,183",649,709,"2,194",,1
"3,962",Durham,1/25/2021,0,0,0,41,"1,621",721,303,654,,1
"3,963",Durham,1/18/2021,0,0,0,31,"1,333",498,138,12,,
"3,964",Durham,1/11/2021,0,0,0,14,"2,195",633,164,11,,1
"3,965",Durham,1/4/2021,0,0,0,18,"1,327",293,72,4,,1
"3,966",Durham,12/28/2020,0,0,0,0,0,0,0,0,,0
"3,967",Durham,12/21/2020,0,0,0,0,0,0,0,0,,
"3,968",Durham,12/14/2020,0,0,0,0,0,0,0,0,,0
"3,969",Edgecombe,4/24/2023,0,0,0,0,0,0,0,0,,
"3,970",Edgecombe,4/17/2023,0,0,0,0,0,0,0,0,1,
"3,971",Edgecombe,4/10/2023,0,0,1,0,1,1,0,0,,
"3,972",Edgecombe,4/3/2023,0,0,0,0,0,0,0,0,2,
"3,973",Edgecombe,3/27/2023,0,3,3,1,5,0,0,0,,
"3,974",Edgecombe,3/20/2023,0,0,0,0,3,0,0,0,,
"3,975",Edgecombe,3/13/2023,1,0,0,1,1,0,0,0,,
"3,976",Edgecombe,3/6/2023,0,0,0,0,0,0,0,0,1,
"3,977",Edgecombe,2/27/2023,0,1,0,1,4,1,0,0,,
"3,978",Edgecombe,2/20/2023,0,0,1,2,3,1,0,0,,1
"3,979",Edgecombe,2/13/2023,0,1,0,0,1,1,0,0,,
"3,980",Edgecombe,2/6/2023,0,0,1,1,5,0,0,0,,
"3,981",Edgecombe,1/30/2023,0,0,2,1,3,0,0,0,,
"3,982",Edgecombe,1/23/2023,0,1,0,0,3,1,0,0,,
"3,983",Edgecombe,1/16/2023,0,0,1,2,1,0,0,1,,
"3,984",Edgecombe,1/9/2023,0,0,0,3,0,1,0,0,,0
"3,985",Edgecombe,1/2/2023,0,0,0,2,3,0,0,0,,
"3,986",Edgecombe,12/26/2022,0,0,0,2,4,1,0,0,,
"3,987",Edgecombe,12/19/2022,0,1,0,0,1,0,0,1,,
"3,988",Edgecombe,12/12/2022,1,1,1,1,2,0,0,1,,
"3,989",Edgecombe,12/5/2022,0,0,0,0,0,0,0,0,1,
"3,990",Edgecombe,11/28/2022,1,0,0,1,4,0,1,3,,
"3,991",Edgecombe,11/21/2022,0,0,0,0,0,0,0,0,1,
"3,992",Edgecombe,11/14/2022,2,1,0,1,4,1,0,1,,
"3,993",Edgecombe,11/7/2022,0,2,0,0,1,3,0,0,,
"3,994",Edgecombe,10/31/2022,0,1,0,1,1,0,0,0,,
"3,995",Edgecombe,10/24/2022,1,0,2,3,2,0,0,0,,
"3,996",Edgecombe,10/17/2022,0,2,3,1,5,0,0,0,,
"3,997",Edgecombe,10/10/2022,1,3,2,1,1,2,0,0,,0
"3,998",Edgecombe,10/3/2022,0,1,3,3,2,0,0,0,,
"3,999",Edgecombe,9/26/2022,0,2,0,0,4,1,0,0,,
"4,000",Edgecombe,9/19/2022,0,3,2,0,0,0,0,0,,
"4,001",Edgecombe,9/12/2022,0,2,3,1,6,3,0,0,,
"4,002",Edgecombe,9/5/2022,0,1,0,1,3,2,0,0,,
"4,003",Edgecombe,8/29/2022,0,6,5,3,7,0,0,0,,
"4,004",Edgecombe,8/22/2022,0,4,1,1,3,1,0,0,,1
"4,005",Edgecombe,8/15/2022,2,4,1,2,3,1,0,1,,1
"4,006",Edgecombe,8/8/2022,0,2,2,2,7,2,0,0,,
"4,007",Edgecombe,8/1/2022,1,1,0,1,6,2,0,0,,
"4,008",Edgecombe,7/25/2022,0,1,2,2,0,0,1,1,,
"4,009",Edgecombe,7/18/2022,0,4,4,1,4,1,0,0,,
"4,010",Edgecombe,7/11/2022,0,1,2,4,6,2,2,0,,
"4,011",Edgecombe,7/4/2022,0,2,4,0,6,3,1,0,,
"4,012",Edgecombe,6/27/2022,0,0,2,1,3,2,0,1,,
"4,013",Edgecombe,6/20/2022,0,1,2,1,5,1,0,0,,
"4,014",Edgecombe,6/13/2022,0,6,0,3,3,0,0,0,,
"4,015",Edgecombe,6/6/2022,0,5,3,1,7,0,0,2,,
"4,016",Edgecombe,5/30/2022,0,2,1,3,4,0,0,0,,
"4,017",Edgecombe,5/23/2022,0,3,4,0,7,1,1,1,,
"4,018",Edgecombe,5/16/2022,0,6,5,3,6,4,1,0,,
"4,019",Edgecombe,5/9/2022,0,1,4,0,7,5,0,0,,
"4,020",Edgecombe,5/2/2022,0,2,1,1,8,1,0,1,,
"4,021",Edgecombe,4/25/2022,0,1,3,4,11,6,3,1,,
