"","GEOID","demographic","percent","pop_size"
"8588","37159051903","White",0.707,1946.371
"8589","37159051904","Asian",0.024,83.352
"8590","37159051904","Black",0.179,621.667
"8591","37159051904","Other",0.038,131.974
"8592","37159051904","White",0.759,2636.007
"8593","37159052000","Asian",0.004,10.384
"8594","37159052000","Black",0.415,1077.34
"8595","37159052000","Other",0.136,353.056
"8596","37159052000","White",0.445,1155.22
"8597","37161960101","Asian",0,0
"8598","37161960101","Black",0,0
"8599","37161960101","Other",0.166,211.65
"8600","37161960101","White",0.834,1063.35
"8601","37161960102","Asian",0,0
"8602","37161960102","Black",0.086,205.368
"8603","37161960102","Other",0.136,324.768
"8604","37161960102","White",0.779,1860.252
"8605","37161960103","Asian",0,0
"8606","37161960103","Black",0.012,28.356
"8607","37161960103","Other",0.011,25.993
"8608","37161960103","White",0.978,2311.014
"8609","37161960201","Asian",0.003,12.294
"8610","37161960201","Black",0.058,237.684
"8611","37161960201","Other",0.004,16.392
"8612","37161960201","White",0.935,3831.63
"8613","37161960202","Asian",0,0
"8614","37161960202","Black",0.053,70.967
"8615","37161960202","Other",0.042,56.238
"8616","37161960202","White",0.905,1211.795
"8617","37161960203","Asian",0,0
"8618","37161960203","Black",0.051,56.61
"8619","37161960203","Other",0.035,38.85
"8620","37161960203","White",0.913,1013.43
"8621","37161960301","Asian",0.007,10.031
"8622","37161960301","Black",0.065,93.145
"8623","37161960301","Other",0.046,65.918
"8624","37161960301","White",0.882,1263.906
"8625","37161960302","Asian",0,0
"8626","37161960302","Black",0.027,37.26
"8627","37161960302","Other",0.025,34.5
"8628","37161960302","White",0.948,1308.24
"8629","37161960400","Asian",0,0
"8630","37161960400","Black",0.06,204
"8631","37161960400","Other",0.055,187
"8632","37161960400","White",0.885,3009
"8633","37161960501","Asian",0,0
"8634","37161960501","Black",0.097,277.517
"8635","37161960501","Other",0.017,48.637
"8636","37161960501","White",0.886,2534.846
"8637","37161960502","Asian",0.001,3.087
"8638","37161960502","Black",0.054,166.698
"8639","37161960502","Other",0.117,361.179
"8640","37161960502","White",0.828,2556.036
"8641","37161960503","Asian",0,0
"8642","37161960503","Black",0.057,79.458
"8643","37161960503","Other",0.031,43.214
"8644","37161960503","White",0.913,1272.722
"8645","37161960600","Asian",0,0
"8646","37161960600","Black",0.294,1248.03
"8647","37161960600","Other",0.049,208.005
"8648","37161960600","White",0.657,2788.965
"8649","37161960700","Asian",0.017,66.147
"8650","37161960700","Black",0.203,789.873
"8651","37161960700","Other",0.067,260.697
"8652","37161960700","White",0.713,2774.283
"8653","37161960800","Asian",0.019,87.02
"8654","37161960800","Black",0.329,1506.82
"8655","37161960800","Other",0.104,476.32
"8656","37161960800","White",0.548,2509.84
"8657","37161960900","Asian",0.024,134.64
"8658","37161960900","Black",0.029,162.69
"8659","37161960900","Other",0.177,992.97
"8660","37161960900","White",0.769,4314.09
"8661","37161961001","Asian",0.001,3.349
"8662","37161961001","Black",0.057,190.893
"8663","37161961001","Other",0.026,87.074
"8664","37161961001","White",0.916,3067.684
"8665","37161961002","Asian",0,0
"8666","37161961002","Black",0.048,152.88
"8667","37161961002","Other",0.101,321.685
"8668","37161961002","White",0.851,2710.435
"8669","37161961102","Asian",0.005,17.39
"8670","37161961102","Black",0.013,45.214
"8671","37161961102","Other",0.122,424.316
"8672","37161961102","White",0.86,2991.08
"8673","37161961103","Asian",0,0
"8674","37161961103","Black",0.087,259.26
"8675","37161961103","Other",0,0
"8676","37161961103","White",0.913,2720.74
"8677","37161961104","Asian",0,0
"8678","37161961104","Black",0.088,261.448
"8679","37161961104","Other",0.102,303.042
"8680","37161961104","White",0.81,2406.51
"8681","37161961200","Asian",0,0
"8682","37161961200","Black",0.022,91.85
"8683","37161961200","Other",0.077,321.475
"8684","37161961200","White",0.901,3761.675
"8685","37163970101","Asian",0.009,18.261
"8686","37163970101","Black",0.352,714.208
"8687","37163970101","Other",0.139,282.031
"8688","37163970101","White",0.5,1014.5
"8689","37163970102","Asian",0,0
"8690","37163970102","Black",0.108,440.532
"8691","37163970102","Other",0.452,1843.708
"8692","37163970102","White",0.44,1794.76
"8693","37163970201","Asian",0.037,55.833
"8694","37163970201","Black",0.269,405.921
"8695","37163970201","Other",0.063,95.067
"8696","37163970201","White",0.63,950.67
"8697","37163970202","Asian",0,0
"8698","37163970202","Black",0.142,645.248
"8699","37163970202","Other",0.243,1104.192
"8700","37163970202","White",0.615,2794.56
"8701","37163970302","Asian",0.007,38.36
"8702","37163970302","Black",0.088,482.24
"8703","37163970302","Other",0.283,1550.84
"8704","37163970302","White",0.622,3408.56
"8705","37163970303","Asian",0,0
"8706","37163970303","Black",0.259,802.382
"8707","37163970303","Other",0.215,666.07
"8708","37163970303","White",0.526,1629.548
"8709","37163970304","Asian",0.007,21.644
"8710","37163970304","Black",0.119,367.948
"8711","37163970304","Other",0.127,392.684
"8712","37163970304","White",0.746,2306.632
"8713","37163970401","Asian",0,0
"8714","37163970401","Black",0.041,64.616
"8715","37163970401","Other",0.131,206.456
"8716","37163970401","White",0.829,1306.504
"8717","37163970402","Asian",0,0
"8718","37163970402","Black",0.232,608.072
"8719","37163970402","Other",0.141,369.561
"8720","37163970402","White",0.627,1643.367
"8721","37163970501","Asian",0,0
"8722","37163970501","Black",0.469,379.89
"8723","37163970501","Other",0.099,80.19
"8724","37163970501","White",0.432,349.92
"8725","37163970502","Asian",0.003,13.416
"8726","37163970502","Black",0.167,746.824
"8727","37163970502","Other",0.264,1180.608
"8728","37163970502","White",0.566,2531.152
"8729","37163970600","Asian",0.01,46.33
"8730","37163970600","Black",0.409,1894.897
"8731","37163970600","Other",0.2,926.6
"8732","37163970600","White",0.381,1765.173
"8733","37163970701","Asian",0.057,108.813
"8734","37163970701","Black",0.099,188.991
"8735","37163970701","Other",0.281,536.429
"8736","37163970701","White",0.564,1076.676
"8737","37163970702","Asian",0,0
"8738","37163970702","Black",0.374,1713.294
"8739","37163970702","Other",0.185,847.485
"8740","37163970702","White",0.441,2020.221
"8741","37163970801","Asian",0.012,23.976
"8742","37163970801","Black",0.484,967.032
"8743","37163970801","Other",0.222,443.556
"8744","37163970801","White",0.283,565.434
"8745","37163970802","Asian",0.008,37.472
"8746","37163970802","Black",0.27,1264.68
"8747","37163970802","Other",0.394,1845.496
"8748","37163970802","White",0.33,1545.72
"8749","37163970900","Asian",0,0
"8750","37163970900","Black",0.382,1344.64
"8751","37163970900","Other",0.161,566.72
"8752","37163970900","White",0.457,1608.64
"8753","37163971001","Asian",0,0
"8754","37163971001","Black",0.214,527.296
"8755","37163971001","Other",0.401,988.064
"8756","37163971001","White",0.385,948.64
"8757","37163971002","Asian",0,0
"8758","37163971002","Black",0.532,657.02
"8759","37163971002","Other",0.095,117.325
"8760","37163971002","White",0.373,460.655
"8761","37163971003","Asian",0,0
"8762","37163971003","Black",0.613,695.142
"8763","37163971003","Other",0.156,176.904
"8764","37163971003","White",0.231,261.954
"8765","37165010101","Asian",0.01,31.96
"8766","37165010101","Black",0.181,578.476
"8767","37165010101","Other",0.222,709.512
"8768","37165010101","White",0.587,1876.052
"8769","37165010102","Asian",0.027,143.532
"8770","37165010102","Black",0.477,2535.732
"8771","37165010102","Other",0.092,489.072
"8772","37165010102","White",0.405,2152.98
"8773","37165010200","Asian",0,0
"8774","37165010200","Black",0.732,2670.336
"8775","37165010200","Other",0.065,237.12
"8776","37165010200","White",0.203,740.544
"8777","37165010300","Asian",0.009,41.994
"8778","37165010300","Black",0.484,2258.344
"8779","37165010300","Other",0.215,1003.19
"8780","37165010300","White",0.292,1362.472
"8781","37165010400","Asian",0.004,16.772
"8782","37165010400","Black",0.291,1220.163
"8783","37165010400","Other",0.254,1065.022
"8784","37165010400","White",0.45,1886.85
"8785","37165010501","Asian",0,0
"8786","37165010501","Black",0.39,1214.07
"8787","37165010501","Other",0.152,473.176
"8788","37165010501","White",0.458,1425.754
"8789","37165010502","Asian",0,0
"8790","37165010502","Black",0.166,644.246
"8791","37165010502","Other",0.234,908.154
"8792","37165010502","White",0.602,2336.362
"8793","37165010601","Asian",0.008,23.744
"8794","37165010601","Black",0.404,1199.072
"8795","37165010601","Other",0.231,685.608
"8796","37165010601","White",0.357,1059.576
"8797","37165010602","Asian",0.004,13.456
"8798","37165010602","Black",0.283,952.012
"8799","37165010602","Other",0.169,568.516
"8800","37165010602","White",0.544,1830.016
"8801","37167930101","Asian",0.038,186.922
"8802","37167930101","Black",0.029,142.651
"8803","37167930101","Other",0.032,157.408
"8804","37167930101","White",0.901,4432.019
"8805","37167930102","Asian",0.034,122.502
"8806","37167930102","Black",0.136,490.008
"8807","37167930102","Other",0.054,194.562
"8808","37167930102","White",0.776,2795.928
"8809","37167930200","Asian",0.009,39.186
"8810","37167930200","Black",0.221,962.234
"8811","37167930200","Other",0.028,121.912
"8812","37167930200","White",0.741,3226.314
"8813","37167930300","Asian",0.057,235.923
"8814","37167930300","Black",0.07,289.73
"8815","37167930300","Other",0.126,521.514
"8816","37167930300","White",0.746,3087.694
"8817","37167930500","Asian",0,0
"8818","37167930500","Black",0.099,343.134
"8819","37167930500","Other",0.098,339.668
"8820","37167930500","White",0.803,2783.198
"8821","37167930700","Asian",0.012,55.284
"8822","37167930700","Black",0.001,4.607
"8823","37167930700","Other",0.045,207.315
"8824","37167930700","White",0.942,4339.794
"8825","37167930801","Asian",0,0
"8826","37167930801","Black",0.014,82.67
"8827","37167930801","Other",0.077,454.685
"8828","37167930801","White",0.909,5367.645
"8829","37167930802","Asian",0,0
"8830","37167930802","Black",0.029,135.807
"8831","37167930802","Other",0.115,538.545
"8832","37167930802","White",0.855,4003.965
"8833","37167930901","Asian",0,0
"8834","37167930901","Black",0.074,203.204
"8835","37167930901","Other",0.043,118.078
"8836","37167930901","White",0.883,2424.718
"8837","37167930902","Asian",0.007,25.599
"8838","37167930902","Black",0.028,102.396
"8839","37167930902","Other",0.107,391.299
"8840","37167930902","White",0.857,3134.049
"8841","37167931001","Asian",0.036,88.812
"8842","37167931001","Black",0,0
"8843","37167931001","Other",0.047,115.949
"8844","37167931001","White",0.917,2262.239
"8845","37167931002","Asian",0.026,86.346
"8846","37167931002","Black",0.062,205.902
"8847","37167931002","Other",0.127,421.767
"8848","37167931002","White",0.785,2606.985
"8849","37167931101","Asian",0.09,183.33
"8850","37167931101","Black",0.093,189.441
"8851","37167931101","Other",0.008,16.296
"8852","37167931101","White",0.809,1647.933
"8853","37167931102","Asian",0,0
"8854","37167931102","Black",0.325,1106.625
"8855","37167931102","Other",0.035,119.175
"8856","37167931102","White",0.64,2179.2
"8857","37167931202","Asian",0,0
"8858","37167931202","Black",0.091,272.818
"8859","37167931202","Other",0.023,68.954
"8860","37167931202","White",0.887,2659.226
"8861","37167931203","Asian",0,0
"8862","37167931203","Black",0.684,2189.484
"8863","37167931203","Other",0.017,54.417
"8864","37167931203","White",0.299,957.099
"8865","37167931204","Asian",0,0
"8866","37167931204","Black",0.116,306.24
"8867","37167931204","Other",0.083,219.12
"8868","37167931204","White",0.801,2114.64
"8869","37169070101","Asian",0.047,141.705
"8870","37169070101","Black",0.085,256.275
"8871","37169070101","Other",0.025,75.375
"8872","37169070101","White",0.843,2541.645
"8873","37169070102","Asian",0,0
"8874","37169070102","Black",0.017,42.942
"8875","37169070102","Other",0.025,63.15
"8876","37169070102","White",0.958,2419.908
"8877","37169070200","Asian",0,0
"8878","37169070200","Black",0.005,17.165
"8879","37169070200","Other",0.018,61.794
"8880","37169070200","White",0.977,3354.041
"8881","37169070301","Asian",0,0
"8882","37169070301","Black",0.038,95.038
"8883","37169070301","Other",0.027,67.527
"8884","37169070301","White",0.935,2338.435
"8885","37169070302","Asian",0,0
"8886","37169070302","Black",0.019,31.73
"8887","37169070302","Other",0.015,25.05
"8888","37169070302","White",0.966,1613.22
"8889","37169070400","Asian",0,0
"8890","37169070400","Black",0.001,5.271
"8891","37169070400","Other",0.072,379.512
"8892","37169070400","White",0.927,4886.217
"8893","37169070503","Asian",0,0
"8894","37169070503","Black",0.039,207.675
"8895","37169070503","Other",0.062,330.15
"8896","37169070503","White",0.899,4787.175
"8897","37169070504","Asian",0,0
"8898","37169070504","Black",0.023,88.297
"8899","37169070504","Other",0.016,61.424
"8900","37169070504","White",0.961,3689.279
"8901","37169070505","Asian",0,0
"8902","37169070505","Black",0.017,51.221
"8903","37169070505","Other",0.064,192.832
"8904","37169070505","White",0.919,2768.947
"8905","37169070506","Asian",0,0
"8906","37169070506","Black",0.009,26.919
"8907","37169070506","Other",0.092,275.172
"8908","37169070506","White",0.899,2688.909
"8909","37169070600","Asian",0.006,32.982
"8910","37169070600","Black",0.053,291.341
"8911","37169070600","Other",0.004,21.988
"8912","37169070600","White",0.937,5150.689
"8913","37169070701","Asian",0,0
"8914","37169070701","Black",0.141,459.942
"8915","37169070701","Other",0.127,414.274
"8916","37169070701","White",0.732,2387.784
"8917","37169070702","Asian",0,0
"8918","37169070702","Black",0.111,249.195
"8919","37169070702","Other",0.097,217.765
"8920","37169070702","White",0.793,1780.285
"8921","37171930101","Asian",0,0
"8922","37171930101","Black",0.069,154.629
"8923","37171930101","Other",0.13,291.33
"8924","37171930101","White",0.8,1792.8
"8925","37171930102","Asian",0,0
"8926","37171930102","Black",0,0
"8927","37171930102","Other",0.096,455.616
"8928","37171930102","White",0.904,4290.384
"8929","37171930201","Asian",0.005,15.24
"8930","37171930201","Black",0.103,313.944
"8931","37171930201","Other",0.117,356.616
"8932","37171930201","White",0.774,2359.152
"8933","37171930202","Asian",0,0
"8934","37171930202","Black",0.008,27.256
"8935","37171930202","Other",0.224,763.168
"8936","37171930202","White",0.769,2619.983
"8937","37171930301","Asian",0,0
"8938","37171930301","Black",0.097,184.397
"8939","37171930301","Other",0.2,380.2
"8940","37171930301","White",0.702,1334.502
"8941","37171930302","Asian",0,0
"8942","37171930302","Black",0.1,331.5
"8943","37171930302","Other",0.089,295.035
"8944","37171930302","White",0.811,2688.465
"8945","37171930400","Asian",0,0
"8946","37171930400","Black",0.127,322.961
"8947","37171930400","Other",0.073,185.639
"8948","37171930400","White",0.801,2036.943
"8949","37171930501","Asian",0.017,55.658
"8950","37171930501","Black",0.022,72.028
"8951","37171930501","Other",0.102,333.948
"8952","37171930501","White",0.86,2815.64
"8953","37171930502","Asian",0.021,60.627
"8954","37171930502","Black",0.073,210.751
"8955","37171930502","Other",0.083,239.621
"8956","37171930502","White",0.824,2378.888
"8957","37171930600","Asian",0,0
"8958","37171930600","Black",0.013,36.673
"8959","37171930600","Other",0.049,138.229
"8960","37171930600","White",0.938,2646.098
"8961","37171930700","Asian",0.011,46.123
"8962","37171930700","Black",0.014,58.702
"8963","37171930700","Other",0.116,486.388
"8964","37171930700","White",0.858,3597.594
"8965","37171930802","Asian",0.01,28.08
"8966","37171930802","Black",0.001,2.808
"8967","37171930802","Other",0.092,258.336
"8968","37171930802","White",0.897,2518.776
"8969","37171930803","Asian",0,0
"8970","37171930803","Black",0.005,12.245
"8971","37171930803","Other",0.033,80.817
"8972","37171930803","White",0.962,2355.938
"8973","37171930804","Asian",0,0
"8974","37171930804","Black",0,0
"8975","37171930804","Other",0.094,234.248
"8976","37171930804","White",0.906,2257.752
"8977","37171930901","Asian",0.02,78.88
"8978","37171930901","Black",0.053,209.032
"8979","37171930901","Other",0.224,883.456
"8980","37171930901","White",0.704,2776.576
"8981","37171930902","Asian",0,0
"8982","37171930902","Black",0.062,107.632
"8983","37171930902","Other",0.146,253.456
"8984","37171930902","White",0.793,1376.648
"8985","37171931001","Asian",0,0
"8986","37171931001","Black",0.008,20.496
"8987","37171931001","Other",0.202,517.524
"8988","37171931001","White",0.79,2023.98
"8989","37171931002","Asian",0.024,125.232
"8990","37171931002","Black",0.022,114.796
"8991","37171931002","Other",0.224,1168.832
"8992","37171931002","White",0.73,3809.14
"8993","37171931003","Asian",0.005,14.51
"8994","37171931003","Black",0.035,101.57
"8995","37171931003","Other",0.178,516.556
"8996","37171931003","White",0.783,2272.266
"8997","37171931101","Asian",0,0
"8998","37171931101","Black",0,0
"8999","37171931101","Other",0.134,373.458
"9000","37171931101","White",0.865,2410.755
"9001","37171931102","Asian",0.001,3.976
"9002","37171931102","Black",0.002,7.952
"9003","37171931102","Other",0.124,493.024
"9004","37171931102","White",0.873,3471.048
"9005","37171931103","Asian",0,0
"9006","37171931103","Black",0.004,8.368
"9007","37171931103","Other",0.012,25.104
"9008","37171931103","White",0.984,2058.528
"9009","37171931200","Asian",0.006,24.582
"9010","37171931200","Black",0.058,237.626
"9011","37171931200","Other",0.042,172.074
"9012","37171931200","White",0.895,3666.815
"9013","37173940100","Asian",0.005,22.245
"9014","37173940100","Black",0.011,48.939
"9015","37173940100","Other",0.807,3590.343
"9016","37173940100","White",0.177,787.473
"9017","37173960200","Asian",0.014,42.448
"9018","37173960200","Black",0.007,21.224
"9019","37173960200","Other",0.22,667.04
"9020","37173960200","White",0.758,2298.256
"9021","37173960301","Asian",0,0
"9022","37173960301","Black",0.001,3.616
"9023","37173960301","Other",0.134,484.544
"9024","37173960301","White",0.865,3127.84
"9025","37173960302","Asian",0,0
"9026","37173960302","Black",0.006,18.414
"9027","37173960302","Other",0.188,576.972
"9028","37173960302","White",0.806,2473.614
"9029","37173980200","Asian",0,0
"9030","37173980200","Black",0,0
"9031","37173980200","Other",0,0
"9032","37173980200","White",0,0
"9033","37175960100","Asian",0.003,12.876
"9034","37175960100","Black",0.016,68.672
"9035","37175960100","Other",0.027,115.884
"9036","37175960100","White",0.954,4094.568
"9037","37175960201","Asian",0,0
"9038","37175960201","Black",0.164,351.616
"9039","37175960201","Other",0.057,122.208
"9040","37175960201","White",0.778,1668.032
"9041","37175960202","Asian",0.001,2.529
"9042","37175960202","Black",0.147,371.763
"9043","37175960202","Other",0.052,131.508
"9044","37175960202","White",0.801,2025.729
"9045","37175960301","Asian",0.001,3.57
"9046","37175960301","Black",0.047,167.79
"9047","37175960301","Other",0.118,421.26
"9048","37175960301","White",0.834,2977.38
"9049","37175960302","Asian",0,0
"9050","37175960302","Black",0.042,166.992
"9051","37175960302","Other",0.022,87.472
"9052","37175960302","White",0.935,3717.56
"9053","37175960401","Asian",0,0
"9054","37175960401","Black",0.032,150.048
"9055","37175960401","Other",0.048,225.072
"9056","37175960401","White",0.92,4313.88
"9057","37175960403","Asian",0,0
"9058","37175960403","Black",0,0
"9059","37175960403","Other",0.017,46.461
"9060","37175960403","White",0.983,2686.539
"9061","37175960404","Asian",0.011,19.822
"9062","37175960404","Black",0.008,14.416
"9063","37175960404","Other",0.032,57.664
"9064","37175960404","White",0.949,1710.098
"9065","37175960501","Asian",0,0
"9066","37175960501","Black",0,0
"9067","37175960501","Other",0.066,160.05
"9068","37175960501","White",0.934,2264.95
"9069","37175960502","Asian",0,0
"9070","37175960502","Black",0.006,13.65
"9071","37175960502","Other",0.127,288.925
"9072","37175960502","White",0.867,1972.425
"9073","37175960601","Asian",0.012,15.864
"9074","37175960601","Black",0,0
"9075","37175960601","Other",0.092,121.624
"9076","37175960601","White",0.896,1184.512
"9077","37175960602","Asian",0,0
"9078","37175960602","Black",0,0
"9079","37175960602","Other",0.003,3.666
"9080","37175960602","White",0.997,1218.334
"9081","37177960100","Asian",0.005,17.18
"9082","37177960100","Black",0.355,1219.78
"9083","37177960100","Other",0.069,237.084
"9084","37177960100","White",0.571,1961.956
"9085","37179020100","Asian",0,0
"9086","37179020100","Black",0.01,67.78
"9087","37179020100","Other",0.063,427.014
"9088","37179020100","White",0.927,6283.206
"9089","37179020203","Asian",0.027,114.264
"9090","37179020203","Black",0.061,258.152
"9091","37179020203","Other",0.031,131.192
"9092","37179020203","White",0.882,3732.624
"9093","37179020204","Asian",0,0
"9094","37179020204","Black",0,0
"9095","37179020204","Other",0.018,74.916
"9096","37179020204","White",0.982,4087.084
"9097","37179020205","Asian",0,0
"9098","37179020205","Black",0.054,166.752
"9099","37179020205","Other",0.036,111.168
"9100","37179020205","White",0.909,2806.992
"9101","37179020206","Asian",0,0
"9102","37179020206","Black",0.025,99.225
"9103","37179020206","Other",0.025,99.225
"9104","37179020206","White",0.949,3766.581
"9105","37179020305","Asian",0.015,129.255
"9106","37179020305","Black",0.085,732.445
"9107","37179020305","Other",0.084,723.828
"9108","37179020305","White",0.817,7040.089
"9109","37179020307","Asian",0,0
"9110","37179020307","Black",0.083,622.251
"9111","37179020307","Other",0.205,1536.885
"9112","37179020307","White",0.712,5337.864
"9113","37179020308","Asian",0.02,142.24
"9114","37179020308","Black",0.073,519.176
"9115","37179020308","Other",0.179,1273.048
"9116","37179020308","White",0.729,5184.648
"9117","37179020309","Asian",0.014,31.01
"9118","37179020309","Black",0.045,99.675
"9119","37179020309","Other",0.127,281.305
"9120","37179020309","White",0.813,1800.795
"9121","37179020310","Asian",0.02,119.34
"9122","37179020310","Black",0.107,638.469
"9123","37179020310","Other",0.044,262.548
"9124","37179020310","White",0.828,4940.676
"9125","37179020312","Asian",0.017,79.322
"9126","37179020312","Black",0.1,466.6
"9127","37179020312","Other",0.211,984.526
"9128","37179020312","White",0.673,3140.218
"9129","37179020313","Asian",0.022,45.188
"9130","37179020313","Black",0.012,24.648
"9131","37179020313","Other",0.197,404.638
"9132","37179020313","White",0.769,1579.526
"9133","37179020314","Asian",0.091,504.686
"9134","37179020314","Black",0.145,804.17
"9135","37179020314","Other",0.115,637.79
"9136","37179020314","White",0.649,3599.354
"9137","37179020315","Asian",0.013,64.363
"9138","37179020315","Black",0.019,94.069
"9139","37179020315","Other",0.06,297.06
"9140","37179020315","White",0.908,4495.508
"9141","37179020316","Asian",0.062,327.112
"9142","37179020316","Black",0.088,464.288
"9143","37179020316","Other",0.101,532.876
"9144","37179020316","White",0.748,3946.448
"9145","37179020317","Asian",0.04,283.12
"9146","37179020317","Black",0.104,736.112
"9147","37179020317","Other",0.185,1309.43
"9148","37179020317","White",0.671,4749.338
"9149","37179020318","Asian",0.044,165.968
"9150","37179020318","Black",0.099,373.428
"9151","37179020318","Other",0.073,275.356
"9152","37179020318","White",0.785,2961.02
"9153","37179020319","Asian",0.081,262.197
"9154","37179020319","Black",0.163,527.631
"9155","37179020319","Other",0.135,436.995
"9156","37179020319","White",0.622,2013.414
"9157","37179020320","Asian",0.007,18.242
"9158","37179020320","Black",0.002,5.212
"9159","37179020320","Other",0.087,226.722
"9160","37179020320","White",0.904,2355.824
"9161","37179020321","Asian",0,0
"9162","37179020321","Black",0.099,407.583
"9163","37179020321","Other",0.285,1173.345
"9164","37179020321","White",0.616,2536.072
"9165","37179020401","Asian",0.006,37.998
"9166","37179020401","Black",0.088,557.304
"9167","37179020401","Other",0.151,956.283
"9168","37179020401","White",0.755,4781.415
"9169","37179020403","Asian",0,0
"9170","37179020403","Black",0.14,626.08
"9171","37179020403","Other",0.218,974.896
"9172","37179020403","White",0.642,2871.024
"9173","37179020405","Asian",0.046,79.81
"9174","37179020405","Black",0.157,272.395
"9175","37179020405","Other",0.39,676.65
"9176","37179020405","White",0.408,707.88
"9177","37179020406","Asian",0.009,34.182
"9178","37179020406","Black",0.338,1283.724
"9179","37179020406","Other",0.513,1948.374
"9180","37179020406","White",0.14,531.72
"9181","37179020501","Asian",0.006,33.546
"9182","37179020501","Black",0.26,1453.66
"9183","37179020501","Other",0.294,1643.754
"9184","37179020501","White",0.439,2454.449
"9185","37179020502","Asian",0.006,22.482
"9186","37179020502","Black",0.255,955.485
"9187","37179020502","Other",0.236,884.292
"9188","37179020502","White",0.502,1880.994
"9189","37179020601","Asian",0,0
"9190","37179020601","Black",0.297,1666.17
"9191","37179020601","Other",0.4,2244
"9192","37179020601","White",0.302,1694.22
"9193","37179020602","Asian",0.002,9.146
"9194","37179020602","Black",0.164,749.972
"9195","37179020602","Other",0.356,1627.988
"9196","37179020602","White",0.478,2185.894
"9197","37179020701","Asian",0.012,68.508
"9198","37179020701","Black",0.337,1923.933
"9199","37179020701","Other",0.179,1021.911
"9200","37179020701","White",0.472,2694.648
"9201","37179020702","Asian",0.025,101.9
"9202","37179020702","Black",0.17,692.92
"9203","37179020702","Other",0.159,648.084
"9204","37179020702","White",0.646,2633.096
"9205","37179020800","Asian",0.003,17.328
"9206","37179020800","Black",0.35,2021.6
"9207","37179020800","Other",0.05,288.8
"9208","37179020800","White",0.598,3454.048
"9209","37179020901","Asian",0.013,67.886
"9210","37179020901","Black",0.044,229.768
"9211","37179020901","Other",0.1,522.2
"9212","37179020901","White",0.843,4402.146
"9213","37179020902","Asian",0,0
"9214","37179020902","Black",0.019,126.901
"9215","37179020902","Other",0.145,968.455
"9216","37179020902","White",0.836,5583.644
"9217","37179021004","Asian",0.037,248.603
"9218","37179021004","Black",0.078,524.082
"9219","37179021004","Other",0.108,725.652
"9220","37179021004","White",0.777,5220.663
"9221","37179021005","Asian",0,0
"9222","37179021005","Black",0.103,467.929
"9223","37179021005","Other",0.081,367.983
"9224","37179021005","White",0.816,3707.088
"9225","37179021006","Asian",0.046,263.718
"9226","37179021006","Black",0.01,57.33
"9227","37179021006","Other",0.09,515.97
"9228","37179021006","White",0.853,4890.249
"9229","37179021007","Asian",0.176,1155.264
"9230","37179021007","Black",0.058,380.712
"9231","37179021007","Other",0.09,590.76
"9232","37179021007","White",0.677,4443.828
"9233","37179021009","Asian",0.082,358.258
"9234","37179021009","Black",0.127,554.863
"9235","37179021009","Other",0.091,397.579
"9236","37179021009","White",0.7,3058.3
"9237","37179021012","Asian",0.008,43.808
"9238","37179021012","Black",0.04,219.04
"9239","37179021012","Other",0.095,520.22
"9240","37179021012","White",0.857,4692.932
"9241","37179021013","Asian",0.001,7.685
"9242","37179021013","Black",0.149,1145.065
"9243","37179021013","Other",0.212,1629.22
"9244","37179021013","White",0.638,4903.03
"9245","37179021014","Asian",0.004,10.856
"9246","37179021014","Black",0.084,227.976
"9247","37179021014","Other",0.052,141.128
"9248","37179021014","White",0.859,2331.326
"9249","37179021015","Asian",0.039,195.273
"9250","37179021015","Black",0.181,906.267
"9251","37179021015","Other",0.058,290.406
"9252","37179021015","White",0.721,3610.047
"9253","37179021016","Asian",0.135,650.16
"9254","37179021016","Black",0.08,385.28
"9255","37179021016","Other",0.112,539.392
"9256","37179021016","White",0.673,3241.168
"9257","37179021017","Asian",0.177,1066.071
"9258","37179021017","Black",0.04,240.92
"9259","37179021017","Other",0.067,403.541
"9260","37179021017","White",0.715,4306.445
"9261","37179021018","Asian",0.066,290.928
"9262","37179021018","Black",0.083,365.864
"9263","37179021018","Other",0.046,202.768
"9264","37179021018","White",0.805,3548.44
"9265","37179021019","Asian",0.035,173.355
"9266","37179021019","Black",0.1,495.3
"9267","37179021019","Other",0.044,217.932
"9268","37179021019","White",0.822,4071.366
"9269","37179021020","Asian",0.096,414.72
"9270","37179021020","Black",0.109,470.88
"9271","37179021020","Other",0.044,190.08
"9272","37179021020","White",0.75,3240
"9273","37179021021","Asian",0.118,248.744
"9274","37179021021","Black",0.125,263.5
"9275","37179021021","Other",0.024,50.592
"9276","37179021021","White",0.734,1547.272
"9277","37181960100","Asian",0,0
"9278","37181960100","Black",0.378,1482.894
"9279","37181960100","Other",0.086,337.378
"9280","37181960100","White",0.537,2106.651
"9281","37181960200","Asian",0.009,38.259
"9282","37181960200","Black",0.624,2652.624
"9283","37181960200","Other",0.028,119.028
"9284","37181960200","White",0.339,1441.089
"9285","37181960300","Asian",0,0
"9286","37181960300","Black",0.358,1528.302
"9287","37181960300","Other",0.07,298.83
"9288","37181960300","White",0.573,2446.137
"9289","37181960400","Asian",0.034,149.702
"9290","37181960400","Black",0.416,1831.648
"9291","37181960400","Other",0.054,237.762
"9292","37181960400","White",0.496,2183.888
"9293","37181960500","Asian",0,0
"9294","37181960500","Black",0.693,2820.51
"9295","37181960500","Other",0.034,138.38
