"GEOID","percent","pop_size","race_ethnicity"
6037405302,0.17,983,"asian"
6037405400,0.075,371,"asian"
6037405500,0.204,1324,"asian"
6037405600,0.194,1122,"asian"
6037405701,0.198,813,"asian"
6037405702,0.158,845,"asian"
6037405800,0.127,736,"asian"
6037405900,0.128,545,"asian"
6037406000,0.097,529,"asian"
6037406101,0.07,220,"asian"
6037406103,0.082,672,"asian"
6037406201,0.192,710,"asian"
6037406300,0.327,2104,"asian"
6037406413,0.189,1224,"asian"
6037406500,0.328,2244,"asian"
6037406601,0.225,1152,"asian"
6037406602,0.207,1041,"asian"
6037406701,0.218,742,"asian"
6037571201,0.072,282,"asian"
6037571202,0.16,640,"asian"
6037571300,0.144,632,"asian"
6037571400,0.194,946,"asian"
6037571502,0.266,1344,"asian"
6037571504,0.092,473,"asian"
6037571505,0.193,608,"asian"
6037571600,0.024,55,"asian"
6037571701,0.136,925,"asian"
6037571703,0.129,437,"asian"
6037571704,0.052,203,"asian"
6037571800,0.118,390,"asian"
6037571900,0.112,636,"asian"
6037572001,0.113,708,"asian"
6037572201,0.191,1061,"asian"
6037572202,0.288,972,"asian"
6037572301,0.172,654,"asian"
6037572500,0.284,1045,"asian"
6037572600,0.306,1506,"asian"
6037572700,0.402,2155,"asian"
6037573002,0.041,142,"asian"
6037573003,0.207,375,"asian"
6037573004,0.062,309,"asian"
6037573101,0.071,325,"asian"
6037573102,0.065,182,"asian"
6037573201,0.191,845,"asian"
6037573202,0.282,1885,"asian"
6037573300,0.328,1379,"asian"
6037573401,0.166,259,"asian"
6037573402,0.203,1430,"asian"
6037573403,0.261,828,"asian"
6037573601,0.102,646,"asian"
6037573700,0.109,564,"asian"
6037573800,0.093,405,"asian"
6037573902,0.097,195,"asian"
6037574000,0.086,446,"asian"
6037574100,0.115,601,"asian"
6037574201,0.111,343,"asian"
6037574202,0.112,266,"asian"
6037574300,0.059,365,"asian"
6037574400,0.081,469,"asian"
6037574500,0.088,598,"asian"
6037574602,0.207,271,"asian"
6037574800,0.073,228,"asian"
6047001501,0.173,432,"asian"
6047001502,0.006,14,"asian"
6047001503,0.054,260,"asian"
6047001601,0.052,251,"asian"
6047001603,0.232,939,"asian"
6047001604,0.15,576,"asian"
6047001700,0.072,550,"asian"
6047001801,0.146,888,"asian"
6047001901,0.003,16,"asian"
6047001902,0.013,29,"asian"
6047002001,0.009,12,"asian"
6047002002,0.017,130,"asian"
6047002100,0.026,101,"asian"
6047002201,0.022,153,"asian"
6047002203,0.003,17,"asian"
6047002204,0.011,73,"asian"
6047002301,0.063,512,"asian"
6047002303,0.039,272,"asian"
6047002304,0.069,158,"asian"
6047002305,0.029,136,"asian"
6047002306,0.014,46,"asian"
6047002401,0.037,53,"asian"
6047002403,0,0,"asian"
6047002404,0.011,50,"asian"
6047002500,0.072,165,"asian"
6047002601,0.288,698,"asian"
6047002602,0.09,372,"asian"
6049000100,0.005,17,"asian"
6049000200,0.001,1,"asian"
6049000300,0.058,147,"asian"
6049000400,0.002,2,"asian"
6051000101,0.013,51,"asian"
6051000102,0.006,12,"asian"
6051000201,0.013,38,"asian"
6051000202,0.1,441,"asian"
6053000101,0.024,56,"asian"
6053000103,0.122,529,"asian"
6053000104,0.061,232,"asian"
6053000105,0.323,1057,"asian"
6053000106,0.106,672,"asian"
6053000200,0.031,245,"asian"
6053000300,0.095,456,"asian"
6053000400,0.005,41,"asian"
6053000501,0,0,"asian"
6053000502,0.016,77,"asian"
6059099242,0.13,471,"asian"
6059099243,0.169,687,"asian"
6059099244,0.066,240,"asian"
6059099245,0.143,368,"asian"
6059099246,0.25,787,"asian"
6059099247,0.527,1495,"asian"
6059099248,0.257,1373,"asian"
6059099249,0.098,379,"asian"
6059099250,0.245,840,"asian"
6059099251,0.322,1809,"asian"
6059099305,0.058,414,"asian"
6059099306,0.062,380,"asian"
6059099307,0.091,225,"asian"
6059099308,0.17,1040,"asian"
6059099309,0.11,513,"asian"
6059099310,0.121,503,"asian"
6059099311,0.048,164,"asian"
6059099402,0.1,815,"asian"
6059099404,0.131,583,"asian"
6059099405,0.156,660,"asian"
6059099406,0.115,557,"asian"
6059099407,0.13,286,"asian"
6059099408,0.167,723,"asian"
6059099410,0.131,598,"asian"
6059099411,0.063,353,"asian"
6059099412,0.147,736,"asian"
6059099415,0.111,549,"asian"
6059099416,0.078,475,"asian"
6059099417,0.13,667,"asian"
6059099418,0.222,867,"asian"
6059099419,0.133,556,"asian"
6059099502,0.016,13,"asian"
6059099504,0.043,158,"asian"
6059099506,0.048,46,"asian"
6059099508,0.093,464,"asian"
6059099509,0.184,604,"asian"
6059099510,0.151,675,"asian"
6059099511,0.016,43,"asian"
6059099512,0.025,68,"asian"
6059099513,0.038,62,"asian"
6059099514,0.167,946,"asian"
6059099601,0.461,3462,"asian"
6059099602,0.165,490,"asian"
6059099603,0.224,1468,"asian"
6059099604,0.167,669,"asian"
6065941100,0.012,27,"asian"
6065941200,0.054,152,"asian"
6065941300,0.038,118,"asian"
6065941400,0.052,196,"asian"
6065941500,0.002,11,"asian"
6065980004,NA,NA,"asian"
6065981000,0.024,162,"asian"
6067000100,0.036,145,"asian"
6067000200,0.057,211,"asian"
6067000300,0.048,168,"asian"
6067000400,0.041,158,"asian"
6067000501,0.08,170,"asian"
6067000502,0.057,90,"asian"
6067000600,0.027,36,"asian"
6067000700,0.157,450,"asian"
6067000800,0.055,96,"asian"
6067001102,0.052,75,"asian"
6067001103,0.054,74,"asian"
6067001201,0.098,181,"asian"
6067001202,0.063,134,"asian"
6067001300,0.047,159,"asian"
6067001400,0.04,98,"asian"
6067001500,0.065,316,"asian"
6067001601,0.054,194,"asian"
6067001602,0.062,149,"asian"
6067001701,0.192,364,"asian"
6067001702,0.089,314,"asian"
6067001800,0.131,736,"asian"
6067001900,0.076,244,"asian"
6067002000,0.208,569,"asian"
6067002100,0.173,400,"asian"
6067002200,0.14,711,"asian"
6067002300,0.034,119,"asian"
6067002400,0.057,291,"asian"
6067002500,0.055,101,"asian"
6067002600,0.073,187,"asian"
6067002700,0.062,230,"asian"
6067002800,0.048,172,"asian"
6067002900,0.044,236,"asian"
6067003001,0.003,9,"asian"
6067003002,0.023,90,"asian"
6067003101,0.065,228,"asian"
6067003102,0.073,226,"asian"
6067003202,0.314,1571,"asian"
6067003203,0.542,1705,"asian"
6071009122,0,0,"asian"
6071009123,0.008,30,"asian"
6071009124,0.019,98,"asian"
6071009125,0,0,"asian"
6071009126,0.026,144,"asian"
6071009127,0.068,582,"asian"
6071009128,0.075,370,"asian"
6071009129,0,0,"asian"
6071009130,0.048,204,"asian"
6071009131,0.013,72,"asian"
6071009132,0.024,56,"asian"
6071009133,0.005,43,"asian"
6071009134,0.053,34,"asian"
6071009135,0.022,103,"asian"
6071009136,0.032,186,"asian"
6071009137,0.064,206,"asian"
6071009138,0.018,91,"asian"
6071009139,0.179,895,"asian"
6071009201,0.041,187,"asian"
6071009202,0.116,166,"asian"
6071009300,0,0,"asian"
6071009400,0.009,32,"asian"
6071009501,0,0,"asian"
6071009502,0,0,"asian"
6071009708,0.006,34,"asian"
6071009709,0,0,"asian"
6071009712,0.035,208,"asian"
6071009713,0.019,127,"asian"
6071009714,0.029,112,"asian"
6071009717,0.018,80,"asian"
6071009718,0.058,197,"asian"
6071009719,0.009,27,"asian"
6071009720,0.02,41,"asian"
6071009721,0.028,176,"asian"
6071009722,0.019,58,"asian"
6071009723,0.006,35,"asian"
6071009724,0.065,271,"asian"
6071009725,0.03,166,"asian"
6071009726,0.029,91,"asian"
6071009727,0.019,95,"asian"
6071009800,0.013,73,"asian"
6071009906,0.074,430,"asian"
6071009908,0.039,180,"asian"
6073018000,0.01,36,"asian"
6073018101,0.033,105,"asian"
6073018102,0.031,80,"asian"
6073018201,0,0,"asian"
6073018202,0.008,29,"asian"
6073018301,0.05,42,"asian"
6073018302,0.021,28,"asian"
6073018400,0.078,263,"asian"
6073018504,0.032,206,"asian"
6073018509,0.056,319,"asian"
6073018510,0.069,190,"asian"
6073018511,0.048,227,"asian"
6073018512,0.032,118,"asian"
6073018515,0.056,304,"asian"
6073018516,0.108,424,"asian"
6073018517,0.097,423,"asian"
6073018518,0.005,19,"asian"
6073018519,0.028,167,"asian"
6073018520,0.068,353,"asian"
6073018521,0.116,607,"asian"
6073018522,0.078,383,"asian"
6073018523,0.117,561,"asian"
6073018524,0.058,254,"asian"
6073018525,0.053,243,"asian"
6073018601,0.112,566,"asian"
6073018608,0.101,332,"asian"
6073018609,0.07,454,"asian"
6073018612,0.102,481,"asian"
6073018613,0.061,240,"asian"
6073018615,0.049,158,"asian"
6073018616,0.025,84,"asian"
6073018617,0.193,675,"asian"
6073018618,0.046,193,"asian"
6073018619,0.127,671,"asian"
6073018620,0.071,182,"asian"
6073018621,0.191,380,"asian"
6073018622,0.04,195,"asian"
6073018700,0.02,764,"asian"
6073018801,0.032,121,"asian"
6073018803,0.014,63,"asian"
6073018804,0.022,111,"asian"
6073018805,0.034,124,"asian"
6073018903,0.01,57,"asian"
6073018904,0.017,102,"asian"
6081601700,0.417,1831,"asian"
6081601800,0.42,2624,"asian"
6081601901,0.368,1498,"asian"
6081601902,0.385,2248,"asian"
6081602001,0.382,1554,"asian"
6081602002,0.404,1643,"asian"
6081602100,0.178,601,"asian"
6081602201,0.179,872,"asian"
6081602202,0.25,789,"asian"
6081602300,0.325,1468,"asian"
6081602400,0.382,2905,"asian"
6081602500,0.649,3497,"asian"
6081602601,0.658,2704,"asian"
6081602602,0.602,2595,"asian"
6081602700,0.403,2388,"asian"
6081602800,0.345,1680,"asian"
6081602900,0.206,768,"asian"
6081603000,0.11,499,"asian"
6081603100,0.152,506,"asian"
6081603200,0.086,323,"asian"
6081603300,0.168,1123,"asian"
6081603400,0.08,462,"asian"
6081603700,0.301,1666,"asian"
6081603801,0.465,1076,"asian"
6081603802,0.284,1573,"asian"
6081603900,0.292,1712,"asian"
6081604000,0.224,742,"asian"
6081604102,0.454,1348,"asian"
6081604103,0.325,1410,"asian"
6081604104,0.128,509,"asian"
6081604200,0.209,883,"asian"
6081604400,0.418,2307,"asian"
6081604500,0.363,1345,"asian"
6081604600,0.512,1333,"asian"
6081604700,0.493,1377,"asian"
6081604800,0.437,2372,"asian"
6081604900,0.576,1747,"asian"
6081605000,0.408,3280,"asian"
6081605100,0.215,690,"asian"
6081605200,0.22,783,"asian"
6081605300,0.267,1318,"asian"
6081605400,0.238,1592,"asian"
6081605501,0.235,727,"asian"
6081605502,0.263,717,"asian"
6087110602,0.028,91,"asian"
6087110700,0.042,124,"asian"
6087120200,0.026,128,"asian"
6087120301,0.003,14,"asian"
6087120302,0.011,43,"asian"
6087120400,0.009,44,"asian"
6087120500,0.034,201,"asian"
6087120600,0.016,70,"asian"
6087120700,0.061,262,"asian"
6087120800,0.047,279,"asian"
6087120901,0.066,257,"asian"
6087120902,0.116,586,"asian"
6087121000,0.05,160,"asian"
6087121100,0.019,61,"asian"
6087121200,0.022,149,"asian"
6087121300,0.024,106,"asian"
6087121401,0.023,59,"asian"
6087121402,0.062,292,"asian"
6087121403,0.032,96,"asian"
6087121501,0.03,86,"asian"
6087121502,0.044,110,"asian"
6087121601,0.009,35,"asian"
6087121602,0.046,127,"asian"
6087121701,0.033,142,"asian"
6087121702,0.097,342,"asian"
6087121801,0.046,80,"asian"
6087121802,0.056,125,"asian"
6087122001,0.026,139,"asian"
6087122002,0.018,53,"asian"
6087122004,0.078,226,"asian"
6087122005,0.012,54,"asian"
6087122100,0.036,123,"asian"
6087122202,0.03,73,"asian"
6087122203,0.017,72,"asian"
6087122204,0.021,70,"asian"
6087122205,0.012,31,"asian"
6087122300,0.015,61,"asian"
6087122401,0.016,39,"asian"
6087122402,0.02,84,"asian"
6087122500,0.005,35,"asian"
6087123100,0.019,63,"asian"
6087123300,0.014,21,"asian"
6087990100,NA,NA,"asian"
6089010100,0.022,40,"asian"
6111005909,0.186,719,"asian"
6111005910,0.076,134,"asian"
6111005911,0.058,215,"asian"
6111006000,0.048,239,"asian"
6111006101,0.195,854,"asian"
6111006102,0.127,560,"asian"
6111006200,0.126,397,"asian"
6111006301,0.038,236,"asian"
6111006302,0.091,315,"asian"
6111006400,0.059,397,"asian"
6111006500,0.038,151,"asian"
6111006600,0.058,247,"asian"
6111006700,0.054,166,"asian"
6111006800,0.011,43,"asian"
6111006900,0.079,341,"asian"
6111007000,0.167,644,"asian"
6111007100,0.026,179,"asian"
6111007201,0.036,138,"asian"
6111007202,0.083,355,"asian"
6111007300,0.094,200,"asian"
6111007402,0.13,800,"asian"
6111007403,0.219,1246,"asian"
6111007405,0.103,595,"asian"
6111007406,0.245,513,"asian"
6111007505,0.092,296,"asian"
6111007506,0.082,560,"asian"
6111007507,0.122,849,"asian"
6111007508,0.05,196,"asian"
6111007509,0.156,666,"asian"
6111007510,0.172,983,"asian"
6111007511,0.154,415,"asian"
6111007512,0.146,857,"asian"
6111007513,0.138,229,"asian"
6111007515,0.116,412,"asian"
6111007516,0.05,178,"asian"
6111007607,0.091,592,"asian"
6111007609,0.037,91,"asian"
6111007610,0.064,314,"asian"
6111007611,0.041,176,"asian"
6111007612,0.085,400,"asian"
6111007613,0.089,413,"asian"
6111007614,0.065,510,"asian"
6111007700,0.085,499,"asian"
6111007800,0.191,830,"asian"
6111007901,0.096,511,"asian"
6013345117,0.287,1309,"asian"
6013345118,0.317,1118,"asian"
6013345203,0.059,400,"asian"
6013345204,0.072,226,"asian"
6013345205,0.344,1890,"asian"
6013345206,0.126,465,"asian"
6013346101,0.227,766,"asian"
6013346102,0.125,651,"asian"
6013346203,0.061,249,"asian"
6013346204,0.179,1409,"asian"
6013346205,0.049,186,"asian"
6013346206,0.144,472,"asian"
6013347000,0.034,226,"asian"
6013348000,0.106,492,"asian"
6013349000,0.122,708,"asian"
6013350000,0.15,916,"asian"
6013351101,0.1,269,"asian"
6013351103,0.122,235,"asian"
6013351104,0.065,111,"asian"
6013351105,0.085,158,"asian"
6013351200,0.076,421,"asian"
6013352101,0.165,608,"asian"
6013352102,0.207,1076,"asian"
6013352201,0.226,1366,"asian"
6013352202,0.165,429,"asian"
6013353001,0.202,861,"asian"
6013353002,0.155,654,"asian"
6013354001,0.19,443,"asian"
6013354002,0.089,650,"asian"
6013355107,0.107,627,"asian"
6013355109,0.109,844,"asian"
6013355110,0.229,994,"asian"
6013355111,0.097,614,"asian"
6013355112,0.173,1019,"asian"
6013355113,0.262,1433,"asian"
6013355115,0.613,6098,"asian"
6013355118,0.277,1035,"asian"
6013355119,0.202,968,"asian"
6013355120,0.128,494,"asian"
6013355121,0.642,4211,"asian"
6013355122,0.439,2473,"asian"
6013355123,0.74,2600,"asian"
6013355124,0.826,3909,"asian"
6029006303,0,0,"asian"
6029006304,0.001,4,"asian"
6029006403,0,0,"asian"
6029006404,0,0,"asian"
6029006405,0.008,22,"asian"
6029006406,0.032,126,"asian"
6029006500,0.039,188,"asian"
6029006600,0.001,4,"asian"
6031000100,0.046,138,"asian"
6031000200,0.008,18,"asian"
6031000402,0.048,284,"asian"
6031000403,0.045,223,"asian"
6031000405,0.09,573,"asian"
6031000406,0.063,243,"asian"
6031000407,0.088,652,"asian"
6031000500,0.005,27,"asian"
6031000602,0.003,18,"asian"
6031000603,0.103,300,"asian"
6031000604,0.066,531,"asian"
6031000701,0.045,252,"asian"
6031000702,0.021,92,"asian"
6031000800,0.019,99,"asian"
6031000901,0.017,65,"asian"
6031000902,0,0,"asian"
6031001001,0.106,538,"asian"
6031001002,0.037,166,"asian"
6031001003,0.068,456,"asian"
6031001100,0.01,64,"asian"
6031001200,0.008,18,"asian"
6031001300,0,0,"asian"
6031001401,0,0,"asian"
6031001402,0,0,"asian"
6031001500,0.004,19,"asian"
6031001601,0.01,44,"asian"
6031001702,0,0,"asian"
6031001703,0,0,"asian"
6031980000,0.068,455,"asian"
6029006301,0,0,"asian"
6031980100,0.016,145,"asian"
6031981800,0.013,39,"asian"
6033000100,0.03,104,"asian"
6033000300,0.016,65,"asian"
6033000401,0,0,"asian"
6033000402,0.097,274,"asian"
6033000501,0,0,"asian"
6033000502,0.019,50,"asian"
6037209104,0.053,132,"asian"
6037209105,0.082,287,"asian"
6037209106,0.196,467,"asian"
6037209201,0.332,1008,"asian"
6037209202,0.139,225,"asian"
6037209300,0.12,554,"asian"
6037209401,0.108,427,"asian"
6037209402,0.04,162,"asian"
6037209403,0.174,769,"asian"
6037209510,0.238,701,"asian"
6037209520,0.042,112,"asian"
6037209810,0.104,275,"asian"
6037209820,0.022,60,"asian"
6037210010,0.134,447,"asian"
6037211000,0.295,1535,"asian"
6037211121,0.412,918,"asian"
6037211122,0.362,996,"asian"
6037211123,0.769,1163,"asian"
6037211124,0.618,2652,"asian"
6037211201,0.196,510,"asian"
6037211202,0.184,429,"asian"
6037211310,0.162,568,"asian"
6037211320,0.238,809,"asian"
6037211410,0.454,1370,"asian"
6037211420,0.265,915,"asian"
6037211500,0.346,1408,"asian"
6037211701,0.485,1243,"asian"
6037211703,0.482,2212,"asian"
6037211704,0.489,1322,"asian"
6037211802,0.379,1689,"asian"
6037211803,0.761,2531,"asian"
6037211804,0.597,1858,"asian"
6037211910,0.328,1337,"asian"
6037211921,0.363,821,"asian"
6037211922,0.339,1245,"asian"
6037212101,0.423,1140,"asian"
6037212102,0.402,1035,"asian"
6037212202,0.223,727,"asian"
6037212203,0.296,763,"asian"
6037212204,0.183,539,"asian"
6037212303,0.193,761,"asian"
6037212304,0.111,178,"asian"
6037212305,0.18,501,"asian"
6037406702,0.246,1605,"asian"
6037406801,0.22,1109,"asian"
6037406903,0.131,1058,"asian"
6037407001,0.076,442,"asian"
6037407002,0.111,383,"asian"
6037407101,0.071,331,"asian"
6037407102,0.147,825,"asian"
6037407201,0.131,476,"asian"
6037407202,0.104,340,"asian"
6037407301,0.172,739,"asian"
6037407302,0.097,343,"asian"
6037407400,0.311,631,"asian"
6037407501,0.257,1082,"asian"
6037407502,0.07,276,"asian"
6037407601,0.149,608,"asian"
6037407602,0.098,422,"asian"
6037407701,0.196,840,"asian"
6037407702,0.164,1096,"asian"
6037407801,0.214,1134,"asian"
6037407802,0.243,743,"asian"
6037407901,0.162,712,"asian"
6037407902,0.499,838,"asian"
6037408003,0.316,1463,"asian"
6037408004,0.332,849,"asian"
6037408005,0.372,2031,"asian"
6037408006,0.493,1828,"asian"
6037408133,0.327,2005,"asian"
6037408134,0.597,1691,"asian"
6037408135,0.515,2263,"asian"
6037408136,0.353,1292,"asian"
6037408137,0.377,1628,"asian"
6037408138,0.048,259,"asian"
6037408139,0.055,257,"asian"
6037408140,0.09,361,"asian"
6037408141,0.185,867,"asian"
6037408212,0.553,2730,"asian"
6037408213,0.643,3976,"asian"
6037408301,0.112,662,"asian"
6037408302,0.137,500,"asian"
6037408303,0.143,627,"asian"
6037408401,0.22,1007,"asian"
6037408402,0.208,1324,"asian"
6037408503,0.404,2759,"asian"
6037574901,0.093,358,"asian"
6037574902,0.24,1354,"asian"
6037575001,0.219,941,"asian"
6037575002,0.153,688,"asian"
6037575101,0.137,577,"asian"
6037575102,0.182,789,"asian"
6037575103,0.114,597,"asian"
6037575201,0.284,1416,"asian"
6037575202,0.214,824,"asian"
6037575300,0.155,679,"asian"
6037575401,0.013,61,"asian"
6037575402,0.041,159,"asian"
6037575801,0.025,57,"asian"
6037575802,0.035,181,"asian"
6037575803,0.084,267,"asian"
6037575901,0.086,316,"asian"
6037575902,0.074,367,"asian"
6037576001,0.185,957,"asian"
6037576200,0.056,283,"asian"
6037576301,0.078,364,"asian"
6037576302,0.199,660,"asian"
6037576401,0.094,430,"asian"
6037576402,0.075,357,"asian"
6037576403,0.128,679,"asian"
6037576501,0.1,319,"asian"
6037576502,0.05,256,"asian"
6037576503,0.048,194,"asian"
6037576601,0.046,179,"asian"
6037576602,0.068,332,"asian"
6037576700,0.085,350,"asian"
6037576801,0.049,185,"asian"
6037576802,0.079,319,"asian"
6037576901,0.185,956,"asian"
6037576903,0.115,388,"asian"
6037576904,0.078,242,"asian"
6037577000,0.141,976,"asian"
6037577100,0.093,676,"asian"
6037577200,0.099,585,"asian"
6037577300,0.064,369,"asian"
6037577400,0.032,96,"asian"
6037577501,0.085,286,"asian"
6037577504,0.054,72,"asian"
6037577602,0.166,504,"asian"
6053000600,0,0,"asian"
6053000701,0,0,"asian"
6053000702,0.002,13,"asian"
6053000800,0,0,"asian"
6053000900,0.001,6,"asian"
6053001200,0.028,91,"asian"
6053001300,0.025,64,"asian"
6053001400,0.075,225,"asian"
6053001500,0.076,493,"asian"
6053001600,0.086,245,"asian"
6053001700,0.053,234,"asian"
6053001801,0.136,613,"asian"
6053001802,0.1,547,"asian"
6053010101,0.009,44,"asian"
6053010102,0.012,32,"asian"
6053010202,0.019,79,"asian"
6053010305,0.068,325,"asian"
6053010306,0.014,14,"asian"
6053010400,0.046,307,"asian"
6053010501,0.013,100,"asian"
6053010504,0.073,386,"asian"
6053010505,0.025,141,"asian"
6053010506,0.08,438,"asian"
6053010603,0.116,990,"asian"
6053010604,0.054,329,"asian"
6053010605,0.081,399,"asian"
6053010606,0.074,481,"asian"
6053010607,0.023,101,"asian"
6053010608,0.094,330,"asian"
6053010702,0.072,240,"asian"
6053010804,0,0,"asian"
6053010900,0.029,246,"asian"
6053011001,0.012,41,"asian"
6053011002,0,0,"asian"
6053011101,0,0,"asian"
6053011103,0,0,"asian"
6053011104,0.003,14,"asian"
6053011105,0.016,95,"asian"
6053011106,0.105,130,"asian"
6053011202,0.007,56,"asian"
6053011203,0.017,121,"asian"
6053011204,0.003,13,"asian"
6053011302,0.002,12,"asian"
6053011303,0.003,12,"asian"
6053011305,0.034,137,"asian"
6059099605,0.223,1241,"asian"
6059099701,0.553,3622,"asian"
6059099702,0.616,5115,"asian"
6059099703,0.451,2559,"asian"
6059099801,0.384,2404,"asian"
6059099802,0.426,1964,"asian"
6059099803,0.69,4066,"asian"
6059099902,0.23,1025,"asian"
6059099903,0.417,2339,"asian"
6059099904,0.459,2633,"asian"
6059099905,0.244,833,"asian"
6059099906,0.212,1129,"asian"
6059110001,0.105,477,"asian"
6059110003,0.167,485,"asian"
6059110004,0.102,471,"asian"
6059110005,0.213,672,"asian"
6059110006,0.124,399,"asian"
6059110007,0.093,500,"asian"
6059110008,0.108,525,"asian"
6059110010,0.298,1283,"asian"
6059110011,0.253,708,"asian"
6059110012,0.158,859,"asian"
6059110014,0.15,735,"asian"
6059110015,0.095,352,"asian"
6059110102,0.466,2782,"asian"
6059110104,0.39,2333,"asian"
6059110106,0.276,1031,"asian"
6059110108,0.159,473,"asian"
6059110109,0.445,2700,"asian"
6059110110,0.34,1804,"asian"
6059110111,0.408,2335,"asian"
6059110113,0.266,541,"asian"
6059110114,0.211,1063,"asian"
6059110115,0.454,1676,"asian"
6059110116,0.552,2598,"asian"
6059110117,0.412,2860,"asian"
6059110118,0.641,1550,"asian"
6059110201,0.364,3096,"asian"
6059110202,0.26,2068,"asian"
6059110203,0.189,1123,"asian"
6059110301,0.405,2928,"asian"
6059110302,0.214,1294,"asian"
6059110303,0.281,1438,"asian"
6059110304,0.288,1351,"asian"
6059110401,0.284,1409,"asian"
6067003204,0.428,2250,"asian"
6067003300,0.134,632,"asian"
6067003400,0.154,670,"asian"
6067003501,0.126,318,"asian"
6067003502,0.202,546,"asian"
6067003600,0.072,184,"asian"
6067003700,0.208,960,"asian"
6067003800,0.173,1044,"asian"
6067003900,0.164,589,"asian"
6067004005,0.251,1108,"asian"
6067004006,0.302,1718,"asian"
6067004008,0.266,877,"asian"
6067004011,0.413,1338,"asian"
6067004012,0.278,1081,"asian"
6067004013,0.238,873,"asian"
6067004014,0.161,401,"asian"
6067004015,0.221,785,"asian"
6067004016,0.148,266,"asian"
6067004017,0.263,696,"asian"
6067004018,0.305,948,"asian"
6067004019,0.277,868,"asian"
6067004020,0.141,363,"asian"
6067004100,0.208,1090,"asian"
6067004201,0.179,1076,"asian"
6067004202,0.206,1174,"asian"
6067004203,0.203,1243,"asian"
6067004301,0.294,1913,"asian"
6067004302,0.473,2285,"asian"
6067004401,0.16,647,"asian"
6067004402,0.23,937,"asian"
6067004501,0.287,1090,"asian"
6067004502,0.165,868,"asian"
6067004602,0.092,519,"asian"
6067004603,0.31,888,"asian"
6067004604,0.257,1277,"asian"
6067004701,0.233,920,"asian"
6067004702,0.231,1104,"asian"
6067004801,0.621,3726,"asian"
6067004802,0.351,1936,"asian"
6067004904,0.191,1170,"asian"
6067004906,0.136,488,"asian"
6067004907,0.155,359,"asian"
6067004908,0.229,1138,"asian"
6067004909,0.148,377,"asian"
6071009910,0.03,159,"asian"
6071009911,0.022,182,"asian"
6071009912,0.11,604,"asian"
6071009913,0.014,93,"asian"
6071009914,0.026,73,"asian"
6071009915,0.01,36,"asian"
6071009916,0.045,226,"asian"
6071009917,0.02,132,"asian"
6071009918,0.005,16,"asian"
6071010009,0.008,39,"asian"
6071010010,0.021,143,"asian"
6071010011,0.045,229,"asian"
6071010012,0.01,44,"asian"
6071010014,0.003,18,"asian"
6071010015,0.003,18,"asian"
6071010016,0.028,209,"asian"
6071010019,0.036,183,"asian"
6071010021,0.018,149,"asian"
6071010022,0.012,56,"asian"
6071010023,0.012,75,"asian"
6071010024,0.005,26,"asian"
6071010027,0.018,73,"asian"
6071010028,0.023,138,"asian"
6071010029,0.041,152,"asian"
6071010030,0.071,191,"asian"
6071010031,0.074,388,"asian"
6071010032,0.006,37,"asian"
6071010033,0,0,"asian"
6071010034,0.058,262,"asian"
6071010035,0.018,76,"asian"
6071010036,0.011,52,"asian"
6071010037,0.052,379,"asian"
6071010038,0.03,148,"asian"
6071010039,0.023,64,"asian"
6071010040,0.023,35,"asian"
6071010041,0.019,108,"asian"
6071010042,0.084,364,"asian"
6071010300,0.093,313,"asian"
6071010402,0.032,339,"asian"
6071010410,0.02,61,"asian"
6071010413,0,0,"asian"
6071010415,0.089,506,"asian"
6071010417,0.007,21,"asian"
6073018905,0.016,102,"asian"
6073018906,0.016,107,"asian"
6073019001,0.038,243,"asian"
6073019002,0.085,242,"asian"
6073019103,0.024,141,"asian"
6073019105,0.052,330,"asian"
6073019107,0.002,5,"asian"
6073019108,0.03,70,"asian"
6073019109,0.017,73,"asian"
6073019110,0.009,48,"asian"
6073019111,0.063,283,"asian"
6073019203,0.026,77,"asian"
6073019205,0.046,258,"asian"
6073019206,0.053,294,"asian"
6073019208,0.021,75,"asian"
6073019209,0.01,29,"asian"
6073019210,0.018,103,"asian"
6073019301,0.077,512,"asian"
6073019303,0.049,401,"asian"
6073019304,0.087,270,"asian"
6073019305,0.121,505,"asian"
6073019403,0.066,393,"asian"
6073019404,0.051,166,"asian"
6073019405,0.038,146,"asian"
6073019406,0.041,208,"asian"
6073019501,0.016,58,"asian"
6073019502,0.001,6,"asian"
6073019503,0.08,412,"asian"
6073019601,0.008,56,"asian"
6073019602,0.023,128,"asian"
6073019701,0.066,507,"asian"
6073019702,0.029,142,"asian"
6073019803,0.14,705,"asian"
6073019804,0.1,422,"asian"
6073019805,0.042,174,"asian"
6073019808,0.087,386,"asian"
6073019809,0.071,300,"asian"
6073019810,0.056,363,"asian"
6073019811,0.248,1502,"asian"
6073019902,0.039,166,"asian"
6073019903,0.01,50,"asian"
6073019904,0.059,354,"asian"
6073019905,0.066,338,"asian"
6073020015,0.037,214,"asian"
6081605600,0.33,2016,"asian"
6081605700,0.283,1494,"asian"
6081605800,0.109,297,"asian"
6081605901,0.148,427,"asian"
6081605902,0.283,822,"asian"
6081606000,0.12,646,"asian"
6081606100,0.162,799,"asian"
6081606201,0.093,372,"asian"
6081606202,0.225,772,"asian"
6081606300,0.225,939,"asian"
6081606400,0.292,1456,"asian"
